Fuel Type,Allowance,Charge Type,October 2022 - December 2022,January 2023 - March 2023,April 2023 - June 2023,July 2023 - September 2023,October 2023 - December 2023,January 2024 - March 2024,April 2024 - June 2024,July 2024 - September 2024,October 2024 - December 2024,January 2025 - March 2025,April 2025 - June 2025,July 2025 - September 2025,October 2025 - December 2025,January 2026 - March 2026,April 2026 - June 2026,Allowance Value,Payment Method,Tab Category,Cap Period,Start Date,End Date,Subtotal (UR/SC),Total Bill,% of Subtotal,% of Total Bill
Electricity Single-Rate,RO,Unit Rate,25.96408,25.96408,27.675689999999996,27.675689999999996,27.675689999999996,27.675689999999996,31.78243,31.78243,31.78243,31.78243,33.06058,33.06058,33.06058,33.06058,8.18212,8.18,PPM,Policy Cost Allowances,,,,767.444363022076,1619.7699588943133,1.07%,0.51%
Electricity Single-Rate,RO,Unit Rate,25.96408,25.96408,27.675689999999996,27.675689999999996,27.675689999999996,27.675689999999996,31.78243,31.78243,31.78243,31.78243,33.06058,33.06058,33.06058,33.06058,8.18212,8.18,PPM,Policy Cost Allowances,,,,640.0142638825556,801.6883199316958,1.28%,1.02%
Electricity Single-Rate,RO,Unit Rate,25.96408,25.96408,27.675689999999996,27.675689999999996,27.675689999999996,27.675689999999996,31.78243,31.78243,31.78243,31.78243,33.06058,33.06058,33.06058,33.06058,8.18212,8.18,PPM,Policy Cost Allowances,,,,640.0142638825556,965.4044178155593,1.28%,0.85%
Electricity Single-Rate,RO,Unit Rate,25.96408,25.96408,27.675689999999996,27.675689999999996,27.675689999999996,27.675689999999996,31.78243,31.78243,31.78243,31.78243,33.06058,33.06058,33.06058,33.06058,8.18212,8.18,PPM,Policy Cost Allowances,,,,640.0142638825556,740.9497361581259,1.28%,1.1%
Electricity Single-Rate,RO,Unit Rate,25.96408,25.96408,27.675689999999996,27.675689999999996,27.675689999999996,27.675689999999996,31.78243,31.78243,31.78243,31.78243,33.06058,33.06058,33.06058,33.06058,8.18212,8.18,PPM,Policy Cost Allowances,,,,640.0142638825556,1619.7699588943133,1.28%,0.51%
Electricity Single-Rate,RO,Unit Rate,25.96408,25.96408,27.675689999999996,27.675689999999996,27.675689999999996,27.675689999999996,31.78243,31.78243,31.78243,31.78243,33.06058,33.06058,33.06058,33.06058,8.18212,8.18,PPM,Policy Cost Allowances,,,,1305.0399216764918,801.6883199316958,0.63%,1.02%
Electricity Single-Rate,RO,Unit Rate,25.96408,25.96408,27.675689999999996,27.675689999999996,27.675689999999996,27.675689999999996,31.78243,31.78243,31.78243,31.78243,33.06058,33.06058,33.06058,33.06058,8.18212,8.18,PPM,Policy Cost Allowances,,,,1305.0399216764918,965.4044178155593,0.63%,0.85%
Electricity Single-Rate,RO,Unit Rate,25.96408,25.96408,27.675689999999996,27.675689999999996,27.675689999999996,27.675689999999996,31.78243,31.78243,31.78243,31.78243,33.06058,33.06058,33.06058,33.06058,8.18212,8.18,PPM,Policy Cost Allowances,,,,1305.0399216764918,740.9497361581259,0.63%,1.1%
Electricity Single-Rate,RO,Unit Rate,25.96408,25.96408,27.675689999999996,27.675689999999996,27.675689999999996,27.675689999999996,31.78243,31.78243,31.78243,31.78243,33.06058,33.06058,33.06058,33.06058,8.18212,8.18,PPM,Policy Cost Allowances,,,,1305.0399216764918,1619.7699588943133,0.63%,0.51%
Electricity Single-Rate,FiT,Unit Rate,5.6258217510753665,5.6258217510753665,6.449515199834506,6.449515199834506,7.033266728028733,7.033266728028733,7.639091705649225,7.639091705649225,7.31667345560668,7.31667345560668,7.532858091399762,7.532858091399762,7.141389693677252,7.141389693677252,7.698273952389116,7.7,PPM,Policy Cost Allowances,,,,602.8808996188648,801.6883199316958,1.28%,0.96%
Electricity Single-Rate,FiT,Unit Rate,5.6258217510753665,5.6258217510753665,6.449515199834506,6.449515199834506,7.033266728028733,7.033266728028733,7.639091705649225,7.639091705649225,7.31667345560668,7.31667345560668,7.532858091399762,7.532858091399762,7.141389693677252,7.141389693677252,7.698273952389116,7.7,PPM,Policy Cost Allowances,,,,602.8808996188648,965.4044178155593,1.28%,0.8%
Electricity Single-Rate,FiT,Unit Rate,5.6258217510753665,5.6258217510753665,6.449515199834506,6.449515199834506,7.033266728028733,7.033266728028733,7.639091705649225,7.639091705649225,7.31667345560668,7.31667345560668,7.532858091399762,7.532858091399762,7.141389693677252,7.141389693677252,7.698273952389116,7.7,PPM,Policy Cost Allowances,,,,602.8808996188648,740.9497361581259,1.28%,1.04%
Electricity Single-Rate,FiT,Unit Rate,5.6258217510753665,5.6258217510753665,6.449515199834506,6.449515199834506,7.033266728028733,7.033266728028733,7.639091705649225,7.639091705649225,7.31667345560668,7.31667345560668,7.532858091399762,7.532858091399762,7.141389693677252,7.141389693677252,7.698273952389116,7.7,PPM,Policy Cost Allowances,,,,602.8808996188648,1619.7699588943133,1.28%,0.48%
Electricity Single-Rate,FiT,Unit Rate,5.6258217510753665,5.6258217510753665,6.449515199834506,6.449515199834506,7.033266728028733,7.033266728028733,7.639091705649225,7.639091705649225,7.31667345560668,7.31667345560668,7.532858091399762,7.532858091399762,7.141389693677252,7.141389693677252,7.698273952389116,7.7,PPM,Policy Cost Allowances,,,,767.444363022076,801.6883199316958,1.0%,0.96%
Electricity Single-Rate,FiT,Unit Rate,5.6258217510753665,5.6258217510753665,6.449515199834506,6.449515199834506,7.033266728028733,7.033266728028733,7.639091705649225,7.639091705649225,7.31667345560668,7.31667345560668,7.532858091399762,7.532858091399762,7.141389693677252,7.141389693677252,7.698273952389116,7.7,PPM,Policy Cost Allowances,,,,767.444363022076,965.4044178155593,1.0%,0.8%
Electricity Single-Rate,FiT,Unit Rate,5.6258217510753665,5.6258217510753665,6.449515199834506,6.449515199834506,7.033266728028733,7.033266728028733,7.639091705649225,7.639091705649225,7.31667345560668,7.31667345560668,7.532858091399762,7.532858091399762,7.141389693677252,7.141389693677252,7.698273952389116,7.7,PPM,Policy Cost Allowances,,,,767.444363022076,740.9497361581259,1.0%,1.04%
Electricity Single-Rate,FiT,Unit Rate,5.6258217510753665,5.6258217510753665,6.449515199834506,6.449515199834506,7.033266728028733,7.033266728028733,7.639091705649225,7.639091705649225,7.31667345560668,7.31667345560668,7.532858091399762,7.532858091399762,7.141389693677252,7.141389693677252,7.698273952389116,7.7,PPM,Policy Cost Allowances,,,,767.444363022076,1619.7699588943133,1.0%,0.48%
Electricity Single-Rate,FiT,Unit Rate,5.6258217510753665,5.6258217510753665,6.449515199834506,6.449515199834506,7.033266728028733,7.033266728028733,7.639091705649225,7.639091705649225,7.31667345560668,7.31667345560668,7.532858091399762,7.532858091399762,7.141389693677252,7.141389693677252,7.698273952389116,7.7,PPM,Policy Cost Allowances,,,,640.0142638825556,801.6883199316958,1.2%,0.96%
Electricity Single-Rate,FiT,Unit Rate,5.6258217510753665,5.6258217510753665,6.449515199834506,6.449515199834506,7.033266728028733,7.033266728028733,7.639091705649225,7.639091705649225,7.31667345560668,7.31667345560668,7.532858091399762,7.532858091399762,7.141389693677252,7.141389693677252,7.698273952389116,7.7,PPM,Policy Cost Allowances,,,,640.0142638825556,965.4044178155593,1.2%,0.8%
Electricity Single-Rate,FiT,Unit Rate,5.6258217510753665,5.6258217510753665,6.449515199834506,6.449515199834506,7.033266728028733,7.033266728028733,7.639091705649225,7.639091705649225,7.31667345560668,7.31667345560668,7.532858091399762,7.532858091399762,7.141389693677252,7.141389693677252,7.698273952389116,7.7,PPM,Policy Cost Allowances,,,,640.0142638825556,740.9497361581259,1.2%,1.04%
Electricity Single-Rate,FiT,Unit Rate,5.6258217510753665,5.6258217510753665,6.449515199834506,6.449515199834506,7.033266728028733,7.033266728028733,7.639091705649225,7.639091705649225,7.31667345560668,7.31667345560668,7.532858091399762,7.532858091399762,7.141389693677252,7.141389693677252,7.698273952389116,7.7,PPM,Policy Cost Allowances,,,,640.0142638825556,1619.7699588943133,1.2%,0.48%
Electricity Single-Rate,FiT,Unit Rate,5.6258217510753665,5.6258217510753665,6.449515199834506,6.449515199834506,7.033266728028733,7.033266728028733,7.639091705649225,7.639091705649225,7.31667345560668,7.31667345560668,7.532858091399762,7.532858091399762,7.141389693677252,7.141389693677252,7.698273952389116,7.7,PPM,Policy Cost Allowances,,,,1305.0399216764918,801.6883199316958,0.59%,0.96%
Electricity Single-Rate,FiT,Unit Rate,5.6258217510753665,5.6258217510753665,6.449515199834506,6.449515199834506,7.033266728028733,7.033266728028733,7.639091705649225,7.639091705649225,7.31667345560668,7.31667345560668,7.532858091399762,7.532858091399762,7.141389693677252,7.141389693677252,7.698273952389116,7.7,PPM,Policy Cost Allowances,,,,1305.0399216764918,965.4044178155593,0.59%,0.8%
Electricity Single-Rate,FiT,Unit Rate,5.6258217510753665,5.6258217510753665,6.449515199834506,6.449515199834506,7.033266728028733,7.033266728028733,7.639091705649225,7.639091705649225,7.31667345560668,7.31667345560668,7.532858091399762,7.532858091399762,7.141389693677252,7.141389693677252,7.698273952389116,7.7,PPM,Policy Cost Allowances,,,,1305.0399216764918,740.9497361581259,0.59%,1.04%
Electricity Single-Rate,FiT,Unit Rate,5.6258217510753665,5.6258217510753665,6.449515199834506,6.449515199834506,7.033266728028733,7.033266728028733,7.639091705649225,7.639091705649225,7.31667345560668,7.31667345560668,7.532858091399762,7.532858091399762,7.141389693677252,7.141389693677252,7.698273952389116,7.7,PPM,Policy Cost Allowances,,,,1305.0399216764918,1619.7699588943133,0.59%,0.48%
Electricity Single-Rate,ECO,Unit Rate,5.24117789946601,5.24117789946601,7.123925238994195,7.123925238994195,7.123270099736199,7.123270099736199,8.699329123454325,8.699329123454325,8.68652948434914,8.68652948434914,8.737701246393105,8.737701246393105,8.905061303840878,8.905061303840878,-,0.0,PPM,Policy Cost Allowances,,,,602.8808996188648,801.6883199316958,0.0%,0.0%
Electricity Single-Rate,ECO,Unit Rate,5.24117789946601,5.24117789946601,7.123925238994195,7.123925238994195,7.123270099736199,7.123270099736199,8.699329123454325,8.699329123454325,8.68652948434914,8.68652948434914,8.737701246393105,8.737701246393105,8.905061303840878,8.905061303840878,-,0.0,PPM,Policy Cost Allowances,,,,602.8808996188648,965.4044178155593,0.0%,0.0%
Electricity Single-Rate,ECO,Unit Rate,5.24117789946601,5.24117789946601,7.123925238994195,7.123925238994195,7.123270099736199,7.123270099736199,8.699329123454325,8.699329123454325,8.68652948434914,8.68652948434914,8.737701246393105,8.737701246393105,8.905061303840878,8.905061303840878,-,0.0,PPM,Policy Cost Allowances,,,,602.8808996188648,740.9497361581259,0.0%,0.0%
Electricity Single-Rate,ECO,Unit Rate,5.24117789946601,5.24117789946601,7.123925238994195,7.123925238994195,7.123270099736199,7.123270099736199,8.699329123454325,8.699329123454325,8.68652948434914,8.68652948434914,8.737701246393105,8.737701246393105,8.905061303840878,8.905061303840878,-,0.0,PPM,Policy Cost Allowances,,,,602.8808996188648,1619.7699588943133,0.0%,0.0%
Electricity Single-Rate,ECO,Unit Rate,5.24117789946601,5.24117789946601,7.123925238994195,7.123925238994195,7.123270099736199,7.123270099736199,8.699329123454325,8.699329123454325,8.68652948434914,8.68652948434914,8.737701246393105,8.737701246393105,8.905061303840878,8.905061303840878,-,0.0,PPM,Policy Cost Allowances,,,,767.444363022076,801.6883199316958,0.0%,0.0%
Electricity Single-Rate,ECO,Unit Rate,5.24117789946601,5.24117789946601,7.123925238994195,7.123925238994195,7.123270099736199,7.123270099736199,8.699329123454325,8.699329123454325,8.68652948434914,8.68652948434914,8.737701246393105,8.737701246393105,8.905061303840878,8.905061303840878,-,0.0,PPM,Policy Cost Allowances,,,,767.444363022076,965.4044178155593,0.0%,0.0%
Electricity Single-Rate,ECO,Unit Rate,5.24117789946601,5.24117789946601,7.123925238994195,7.123925238994195,7.123270099736199,7.123270099736199,8.699329123454325,8.699329123454325,8.68652948434914,8.68652948434914,8.737701246393105,8.737701246393105,8.905061303840878,8.905061303840878,-,0.0,PPM,Policy Cost Allowances,,,,767.444363022076,740.9497361581259,0.0%,0.0%
Electricity Single-Rate,ECO,Unit Rate,5.24117789946601,5.24117789946601,7.123925238994195,7.123925238994195,7.123270099736199,7.123270099736199,8.699329123454325,8.699329123454325,8.68652948434914,8.68652948434914,8.737701246393105,8.737701246393105,8.905061303840878,8.905061303840878,-,0.0,PPM,Policy Cost Allowances,,,,767.444363022076,1619.7699588943133,0.0%,0.0%
Electricity Single-Rate,ECO,Unit Rate,5.24117789946601,5.24117789946601,7.123925238994195,7.123925238994195,7.123270099736199,7.123270099736199,8.699329123454325,8.699329123454325,8.68652948434914,8.68652948434914,8.737701246393105,8.737701246393105,8.905061303840878,8.905061303840878,-,0.0,PPM,Policy Cost Allowances,,,,640.0142638825556,801.6883199316958,0.0%,0.0%
Electricity Single-Rate,ECO,Unit Rate,5.24117789946601,5.24117789946601,7.123925238994195,7.123925238994195,7.123270099736199,7.123270099736199,8.699329123454325,8.699329123454325,8.68652948434914,8.68652948434914,8.737701246393105,8.737701246393105,8.905061303840878,8.905061303840878,-,0.0,PPM,Policy Cost Allowances,,,,640.0142638825556,965.4044178155593,0.0%,0.0%
Electricity Single-Rate,ECO,Unit Rate,5.24117789946601,5.24117789946601,7.123925238994195,7.123925238994195,7.123270099736199,7.123270099736199,8.699329123454325,8.699329123454325,8.68652948434914,8.68652948434914,8.737701246393105,8.737701246393105,8.905061303840878,8.905061303840878,-,0.0,PPM,Policy Cost Allowances,,,,640.0142638825556,740.9497361581259,0.0%,0.0%
Electricity Single-Rate,ECO,Unit Rate,5.24117789946601,5.24117789946601,7.123925238994195,7.123925238994195,7.123270099736199,7.123270099736199,8.699329123454325,8.699329123454325,8.68652948434914,8.68652948434914,8.737701246393105,8.737701246393105,8.905061303840878,8.905061303840878,-,0.0,PPM,Policy Cost Allowances,,,,640.0142638825556,1619.7699588943133,0.0%,0.0%
Electricity Single-Rate,ECO,Unit Rate,5.24117789946601,5.24117789946601,7.123925238994195,7.123925238994195,7.123270099736199,7.123270099736199,8.699329123454325,8.699329123454325,8.68652948434914,8.68652948434914,8.737701246393105,8.737701246393105,8.905061303840878,8.905061303840878,-,0.0,PPM,Policy Cost Allowances,,,,1305.0399216764918,801.6883199316958,0.0%,0.0%
Electricity Single-Rate,ECO,Unit Rate,5.24117789946601,5.24117789946601,7.123925238994195,7.123925238994195,7.123270099736199,7.123270099736199,8.699329123454325,8.699329123454325,8.68652948434914,8.68652948434914,8.737701246393105,8.737701246393105,8.905061303840878,8.905061303840878,-,0.0,PPM,Policy Cost Allowances,,,,1305.0399216764918,965.4044178155593,0.0%,0.0%
Electricity Single-Rate,ECO,Unit Rate,5.24117789946601,5.24117789946601,7.123925238994195,7.123925238994195,7.123270099736199,7.123270099736199,8.699329123454325,8.699329123454325,8.68652948434914,8.68652948434914,8.737701246393105,8.737701246393105,8.905061303840878,8.905061303840878,-,0.0,PPM,Policy Cost Allowances,,,,1305.0399216764918,740.9497361581259,0.0%,0.0%
Electricity Single-Rate,ECO,Unit Rate,5.24117789946601,5.24117789946601,7.123925238994195,7.123925238994195,7.123270099736199,7.123270099736199,8.699329123454325,8.699329123454325,8.68652948434914,8.68652948434914,8.737701246393105,8.737701246393105,8.905061303840878,8.905061303840878,-,0.0,PPM,Policy Cost Allowances,,,,1305.0399216764918,1619.7699588943133,0.0%,0.0%
Electricity Single-Rate,WHD (unit rate),Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.006199122053527,5.01,PPM,Policy Cost Allowances,,,,602.8808996188648,801.6883199316958,0.83%,0.62%
Electricity Single-Rate,WHD (unit rate),Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.006199122053527,5.01,PPM,Policy Cost Allowances,,,,602.8808996188648,965.4044178155593,0.83%,0.52%
Electricity Single-Rate,WHD (unit rate),Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.006199122053527,5.01,PPM,Policy Cost Allowances,,,,602.8808996188648,740.9497361581259,0.83%,0.68%
Electricity Single-Rate,WHD (unit rate),Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.006199122053527,5.01,PPM,Policy Cost Allowances,,,,602.8808996188648,1619.7699588943133,0.83%,0.31%
Electricity Single-Rate,WHD (unit rate),Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.006199122053527,5.01,PPM,Policy Cost Allowances,,,,767.444363022076,801.6883199316958,0.65%,0.62%
Electricity Single-Rate,WHD (unit rate),Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.006199122053527,5.01,PPM,Policy Cost Allowances,,,,767.444363022076,965.4044178155593,0.65%,0.52%
Electricity Single-Rate,WHD (unit rate),Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.006199122053527,5.01,PPM,Policy Cost Allowances,,,,767.444363022076,740.9497361581259,0.65%,0.68%
Electricity Single-Rate,WHD (unit rate),Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.006199122053527,5.01,PPM,Policy Cost Allowances,,,,767.444363022076,1619.7699588943133,0.65%,0.31%
Electricity Single-Rate,WHD (unit rate),Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.006199122053527,5.01,PPM,Policy Cost Allowances,,,,640.0142638825556,801.6883199316958,0.78%,0.62%
Electricity Single-Rate,WHD (unit rate),Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.006199122053527,5.01,PPM,Policy Cost Allowances,,,,640.0142638825556,965.4044178155593,0.78%,0.52%
Electricity Single-Rate,WHD (unit rate),Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.006199122053527,5.01,PPM,Policy Cost Allowances,,,,640.0142638825556,740.9497361581259,0.78%,0.68%
Electricity Single-Rate,WHD (unit rate),Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.006199122053527,5.01,PPM,Policy Cost Allowances,,,,640.0142638825556,1619.7699588943133,0.78%,0.31%
Electricity Single-Rate,WHD (unit rate),Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.006199122053527,5.01,PPM,Policy Cost Allowances,,,,1305.0399216764918,801.6883199316958,0.38%,0.62%
Electricity Single-Rate,WHD (unit rate),Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.006199122053527,5.01,PPM,Policy Cost Allowances,,,,1305.0399216764918,965.4044178155593,0.38%,0.52%
Electricity Single-Rate,WHD (unit rate),Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.006199122053527,5.01,PPM,Policy Cost Allowances,,,,1305.0399216764918,740.9497361581259,0.38%,0.68%
Electricity Single-Rate,WHD (unit rate),Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.006199122053527,5.01,PPM,Policy Cost Allowances,,,,1305.0399216764918,1619.7699588943133,0.38%,0.31%
Electricity Single-Rate,AAHEDC,Unit Rate,0.40669999999999995,0.40669999999999995,0.45951829137287103,0.45951829137287103,0.42038,0.42038,0.4551192437813739,0.4551192437813739,0.42145,0.42145,0.4355925993650476,0.4355925993650476,0.40984,0.40984,0.4285477083002436,0.43,PPM,Policy Cost Allowances,,,,602.8808996188648,801.6883199316958,0.07%,0.05%
Electricity Single-Rate,AAHEDC,Unit Rate,0.40669999999999995,0.40669999999999995,0.45951829137287103,0.45951829137287103,0.42038,0.42038,0.4551192437813739,0.4551192437813739,0.42145,0.42145,0.4355925993650476,0.4355925993650476,0.40984,0.40984,0.4285477083002436,0.43,PPM,Policy Cost Allowances,,,,602.8808996188648,965.4044178155593,0.07%,0.04%
Electricity Single-Rate,AAHEDC,Unit Rate,0.40669999999999995,0.40669999999999995,0.45951829137287103,0.45951829137287103,0.42038,0.42038,0.4551192437813739,0.4551192437813739,0.42145,0.42145,0.4355925993650476,0.4355925993650476,0.40984,0.40984,0.4285477083002436,0.43,PPM,Policy Cost Allowances,,,,602.8808996188648,740.9497361581259,0.07%,0.06%
Electricity Single-Rate,AAHEDC,Unit Rate,0.40669999999999995,0.40669999999999995,0.45951829137287103,0.45951829137287103,0.42038,0.42038,0.4551192437813739,0.4551192437813739,0.42145,0.42145,0.4355925993650476,0.4355925993650476,0.40984,0.40984,0.4285477083002436,0.43,PPM,Policy Cost Allowances,,,,602.8808996188648,1619.7699588943133,0.07%,0.03%
Electricity Single-Rate,AAHEDC,Unit Rate,0.40669999999999995,0.40669999999999995,0.45951829137287103,0.45951829137287103,0.42038,0.42038,0.4551192437813739,0.4551192437813739,0.42145,0.42145,0.4355925993650476,0.4355925993650476,0.40984,0.40984,0.4285477083002436,0.43,PPM,Policy Cost Allowances,,,,767.444363022076,801.6883199316958,0.06%,0.05%
Electricity Single-Rate,AAHEDC,Unit Rate,0.40669999999999995,0.40669999999999995,0.45951829137287103,0.45951829137287103,0.42038,0.42038,0.4551192437813739,0.4551192437813739,0.42145,0.42145,0.4355925993650476,0.4355925993650476,0.40984,0.40984,0.4285477083002436,0.43,PPM,Policy Cost Allowances,,,,767.444363022076,965.4044178155593,0.06%,0.04%
Electricity Single-Rate,AAHEDC,Unit Rate,0.40669999999999995,0.40669999999999995,0.45951829137287103,0.45951829137287103,0.42038,0.42038,0.4551192437813739,0.4551192437813739,0.42145,0.42145,0.4355925993650476,0.4355925993650476,0.40984,0.40984,0.4285477083002436,0.43,PPM,Policy Cost Allowances,,,,767.444363022076,740.9497361581259,0.06%,0.06%
Electricity Single-Rate,AAHEDC,Unit Rate,0.40669999999999995,0.40669999999999995,0.45951829137287103,0.45951829137287103,0.42038,0.42038,0.4551192437813739,0.4551192437813739,0.42145,0.42145,0.4355925993650476,0.4355925993650476,0.40984,0.40984,0.4285477083002436,0.43,PPM,Policy Cost Allowances,,,,767.444363022076,1619.7699588943133,0.06%,0.03%
Electricity Single-Rate,AAHEDC,Unit Rate,0.40669999999999995,0.40669999999999995,0.45951829137287103,0.45951829137287103,0.42038,0.42038,0.4551192437813739,0.4551192437813739,0.42145,0.42145,0.4355925993650476,0.4355925993650476,0.40984,0.40984,0.4285477083002436,0.43,PPM,Policy Cost Allowances,,,,640.0142638825556,801.6883199316958,0.07%,0.05%
Electricity Single-Rate,AAHEDC,Unit Rate,0.40669999999999995,0.40669999999999995,0.45951829137287103,0.45951829137287103,0.42038,0.42038,0.4551192437813739,0.4551192437813739,0.42145,0.42145,0.4355925993650476,0.4355925993650476,0.40984,0.40984,0.4285477083002436,0.43,PPM,Policy Cost Allowances,,,,640.0142638825556,965.4044178155593,0.07%,0.04%
Electricity Single-Rate,AAHEDC,Unit Rate,0.40669999999999995,0.40669999999999995,0.45951829137287103,0.45951829137287103,0.42038,0.42038,0.4551192437813739,0.4551192437813739,0.42145,0.42145,0.4355925993650476,0.4355925993650476,0.40984,0.40984,0.4285477083002436,0.43,PPM,Policy Cost Allowances,,,,640.0142638825556,740.9497361581259,0.07%,0.06%
Electricity Single-Rate,AAHEDC,Unit Rate,0.40669999999999995,0.40669999999999995,0.45951829137287103,0.45951829137287103,0.42038,0.42038,0.4551192437813739,0.4551192437813739,0.42145,0.42145,0.4355925993650476,0.4355925993650476,0.40984,0.40984,0.4285477083002436,0.43,PPM,Policy Cost Allowances,,,,640.0142638825556,1619.7699588943133,0.07%,0.03%
Electricity Single-Rate,AAHEDC,Unit Rate,0.40669999999999995,0.40669999999999995,0.45951829137287103,0.45951829137287103,0.42038,0.42038,0.4551192437813739,0.4551192437813739,0.42145,0.42145,0.4355925993650476,0.4355925993650476,0.40984,0.40984,0.4285477083002436,0.43,PPM,Policy Cost Allowances,,,,1305.0399216764918,801.6883199316958,0.03%,0.05%
Electricity Single-Rate,AAHEDC,Unit Rate,0.40669999999999995,0.40669999999999995,0.45951829137287103,0.45951829137287103,0.42038,0.42038,0.4551192437813739,0.4551192437813739,0.42145,0.42145,0.4355925993650476,0.4355925993650476,0.40984,0.40984,0.4285477083002436,0.43,PPM,Policy Cost Allowances,,,,1305.0399216764918,965.4044178155593,0.03%,0.04%
Electricity Single-Rate,AAHEDC,Unit Rate,0.40669999999999995,0.40669999999999995,0.45951829137287103,0.45951829137287103,0.42038,0.42038,0.4551192437813739,0.4551192437813739,0.42145,0.42145,0.4355925993650476,0.4355925993650476,0.40984,0.40984,0.4285477083002436,0.43,PPM,Policy Cost Allowances,,,,1305.0399216764918,740.9497361581259,0.03%,0.06%
Electricity Single-Rate,AAHEDC,Unit Rate,0.40669999999999995,0.40669999999999995,0.45951829137287103,0.45951829137287103,0.42038,0.42038,0.4551192437813739,0.4551192437813739,0.42145,0.42145,0.4355925993650476,0.4355925993650476,0.40984,0.40984,0.4285477083002436,0.43,PPM,Policy Cost Allowances,,,,1305.0399216764918,1619.7699588943133,0.03%,0.03%
Electricity Single-Rate,NCC,Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.927551988981379,0.927551988981379,0.9245527805406587,0.9245527805406587,1.1378363640056073,1.14,PPM,Policy Cost Allowances,,,,602.8808996188648,801.6883199316958,0.19%,0.14%
Electricity Single-Rate,NCC,Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.927551988981379,0.927551988981379,0.9245527805406587,0.9245527805406587,1.1378363640056073,1.14,PPM,Policy Cost Allowances,,,,602.8808996188648,965.4044178155593,0.19%,0.12%
Electricity Single-Rate,NCC,Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.927551988981379,0.927551988981379,0.9245527805406587,0.9245527805406587,1.1378363640056073,1.14,PPM,Policy Cost Allowances,,,,602.8808996188648,740.9497361581259,0.19%,0.15%
Electricity Single-Rate,NCC,Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.927551988981379,0.927551988981379,0.9245527805406587,0.9245527805406587,1.1378363640056073,1.14,PPM,Policy Cost Allowances,,,,602.8808996188648,1619.7699588943133,0.19%,0.07%
Electricity Single-Rate,NCC,Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.927551988981379,0.927551988981379,0.9245527805406587,0.9245527805406587,1.1378363640056073,1.14,PPM,Policy Cost Allowances,,,,767.444363022076,801.6883199316958,0.15%,0.14%
Electricity Single-Rate,NCC,Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.927551988981379,0.927551988981379,0.9245527805406587,0.9245527805406587,1.1378363640056073,1.14,PPM,Policy Cost Allowances,,,,767.444363022076,965.4044178155593,0.15%,0.12%
Electricity Single-Rate,NCC,Unit Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.927551988981379,0.927551988981379,0.9245527805406587,0.9245527805406587,1.1378363640056073,1.14,PPM,Policy Cost Allowances,,,,767.444363022076,740.9497361581259,0.15%,0.15%
