Payment Method,Fuel Type,Charge Type,Allowance,Cap Period,Start Date,End Date,Cost Value
Direct Debit,Dual Fuel (implied),Standing Charge,AA,Apr 2023 - June 2023,01/04/2023,01/06/2023,0.821582503
Direct Debit,Dual Fuel (implied),Standing Charge,EBIT,Apr 2023 - June 2023,01/04/2023,01/06/2023,5.371155706
Direct Debit,Dual Fuel (implied),Standing Charge,HAP,Apr 2023 - June 2023,01/04/2023,01/06/2023,2.62877116
Direct Debit,Dual Fuel (implied),Standing Charge,NC,Apr 2023 - June 2023,01/04/2023,01/06/2023,103.1436814
Direct Debit,Dual Fuel (implied),Standing Charge,OC,Apr 2023 - June 2023,01/04/2023,01/06/2023,128.2538678
Direct Debit,Dual Fuel (implied),Standing Charge,PAAC,Apr 2023 - June 2023,01/04/2023,01/06/2023,8.102815068
Direct Debit,Dual Fuel (implied),Standing Charge,PAP,Apr 2023 - June 2023,01/04/2023,01/06/2023,1.233535779
Direct Debit,Dual Fuel (implied),Standing Charge,PC,Apr 2023 - June 2023,01/04/2023,01/06/2023,21.04257564
Direct Debit,Dual Fuel (implied),Standing Charge,SMNCC,Apr 2023 - June 2023,01/04/2023,01/06/2023,14.72307486
Direct Debit,Dual Fuel (implied),Standing Charge,AA,Apr 2024 - June 2024,01/04/2024,01/06/2024,0
Direct Debit,Dual Fuel (implied),Standing Charge,EBIT,Apr 2024 - June 2024,01/04/2024,01/06/2024,7.637609633
Direct Debit,Dual Fuel (implied),Standing Charge,HAP,Apr 2024 - June 2024,01/04/2024,01/06/2024,2.708191268
Direct Debit,Dual Fuel (implied),Standing Charge,NC,Apr 2024 - June 2024,01/04/2024,01/06/2024,120.5856757
Direct Debit,Dual Fuel (implied),Standing Charge,OC,Apr 2024 - June 2024,01/04/2024,01/06/2024,133.5764545
Direct Debit,Dual Fuel (implied),Standing Charge,PAAC,Apr 2024 - June 2024,01/04/2024,01/06/2024,8.439085127
Direct Debit,Dual Fuel (implied),Standing Charge,PAP,Apr 2024 - June 2024,01/04/2024,01/06/2024,1.330436237
Direct Debit,Dual Fuel (implied),Standing Charge,PC,Apr 2024 - June 2024,01/04/2024,01/06/2024,22.20178074
Direct Debit,Dual Fuel (implied),Standing Charge,SMNCC,Apr 2024 - June 2024,01/04/2024,01/06/2024,11.78774136
Direct Debit,Dual Fuel (implied),Standing Charge,AA,Apr 2025 - June 2025,01/04/2025,01/06/2025,0
Direct Debit,Dual Fuel (implied),Standing Charge,EBIT,Apr 2025 - June 2025,01/04/2025,01/06/2025,7.487417793
Direct Debit,Dual Fuel (implied),Standing Charge,HAP,Apr 2025 - June 2025,01/04/2025,01/06/2025,2.8753243
Direct Debit,Dual Fuel (implied),Standing Charge,NC,Apr 2025 - June 2025,01/04/2025,01/06/2025,95.20248071
Direct Debit,Dual Fuel (implied),Standing Charge,OC,Apr 2025 - June 2025,01/04/2025,01/06/2025,138.2848966
Direct Debit,Dual Fuel (implied),Standing Charge,PAAC,Apr 2025 - June 2025,01/04/2025,01/06/2025,8.736554795
Direct Debit,Dual Fuel (implied),Standing Charge,PAP,Apr 2025 - June 2025,01/04/2025,01/06/2025,1.25732084
Direct Debit,Dual Fuel (implied),Standing Charge,PC,Apr 2025 - June 2025,01/04/2025,01/06/2025,24.95628927
Direct Debit,Dual Fuel (implied),Standing Charge,SMNCC,Apr 2025 - June 2025,01/04/2025,01/06/2025,15.66603926
Direct Debit,Dual Fuel (implied),Standing Charge,AA,Apr 2026 - June 2026,01/04/2026,01/06/2026,0
Direct Debit,Dual Fuel (implied),Standing Charge,CO,Apr 2026 - June 2026,01/04/2026,01/06/2026,122.2690486
Direct Debit,Dual Fuel (implied),Standing Charge,DRC,Apr 2026 - June 2026,01/04/2026,01/06/2026,9.419030086
Direct Debit,Dual Fuel (implied),Standing Charge,EBIT,Apr 2026 - June 2026,01/04/2026,01/06/2026,7.85691231
Direct Debit,Dual Fuel (implied),Standing Charge,HAP,Apr 2026 - June 2026,01/04/2026,01/06/2026,2.410572604
Direct Debit,Dual Fuel (implied),Standing Charge,IC,Apr 2026 - June 2026,01/04/2026,01/06/2026,20.6664233
Direct Debit,Dual Fuel (implied),Standing Charge,NC,Apr 2026 - June 2026,01/04/2026,01/06/2026,123.6235186
Direct Debit,Dual Fuel (implied),Standing Charge,PC,Apr 2026 - June 2026,01/04/2026,01/06/2026,10.63833447
Direct Debit,Dual Fuel (implied),Standing Charge,SMNCC,Apr 2026 - June 2026,01/04/2026,01/06/2026,-6.204396415
Direct Debit,Dual Fuel (implied),Standing Charge,AA,Jan 2023 - Mar 2023,01/01/2023,01/03/2023,0
Direct Debit,Dual Fuel (implied),Standing Charge,EBIT,Jan 2023 - Mar 2023,01/01/2023,01/03/2023,4.894894923
Direct Debit,Dual Fuel (implied),Standing Charge,HAP,Jan 2023 - Mar 2023,01/01/2023,01/03/2023,2.536033171
Direct Debit,Dual Fuel (implied),Standing Charge,NC,Jan 2023 - Mar 2023,01/01/2023,01/03/2023,84.41146429
Direct Debit,Dual Fuel (implied),Standing Charge,OC,Jan 2023 - Mar 2023,01/01/2023,01/03/2023,123.3407109
Direct Debit,Dual Fuel (implied),Standing Charge,PAAC,Jan 2023 - Mar 2023,01/01/2023,01/03/2023,7.792411937
Direct Debit,Dual Fuel (implied),Standing Charge,PAP,Jan 2023 - Mar 2023,01/01/2023,01/03/2023,1.117645443
Direct Debit,Dual Fuel (implied),Standing Charge,PC,Jan 2023 - Mar 2023,01/01/2023,01/03/2023,22.59385276
Direct Debit,Dual Fuel (implied),Standing Charge,SMNCC,Jan 2023 - Mar 2023,01/01/2023,01/03/2023,13.47496195
Direct Debit,Dual Fuel (implied),Standing Charge,AA,Jan 2024 - Mar 2024,01/01/2024,01/03/2024,0.821582503
Direct Debit,Dual Fuel (implied),Standing Charge,EBIT,Jan 2024 - Mar 2024,01/01/2024,01/03/2024,6.749058249
Direct Debit,Dual Fuel (implied),Standing Charge,HAP,Jan 2024 - Mar 2024,01/01/2024,01/03/2024,2.672227579
Direct Debit,Dual Fuel (implied),Standing Charge,NC,Jan 2024 - Mar 2024,01/01/2024,01/03/2024,103.1436814
Direct Debit,Dual Fuel (implied),Standing Charge,OC,Jan 2024 - Mar 2024,01/01/2024,01/03/2024,132.4505227
Direct Debit,Dual Fuel (implied),Standing Charge,PAAC,Jan 2024 - Mar 2024,01/01/2024,01/03/2024,8.367951076
Direct Debit,Dual Fuel (implied),Standing Charge,PAP,Jan 2024 - Mar 2024,01/01/2024,01/03/2024,1.239234973
Direct Debit,Dual Fuel (implied),Standing Charge,PC,Jan 2024 - Mar 2024,01/01/2024,01/03/2024,21.04257564
Direct Debit,Dual Fuel (implied),Standing Charge,SMNCC,Jan 2024 - Mar 2024,01/01/2024,01/03/2024,11.84581409
Direct Debit,Dual Fuel (implied),Standing Charge,AA,Jan 2025 - Mar 2025,01/01/2025,01/03/2025,0
Direct Debit,Dual Fuel (implied),Standing Charge,EBIT,Jan 2025 - Mar 2025,01/01/2025,01/03/2025,8.167756136
Direct Debit,Dual Fuel (implied),Standing Charge,HAP,Jan 2025 - Mar 2025,01/01/2025,01/03/2025,2.809495204
Direct Debit,Dual Fuel (implied),Standing Charge,NC,Jan 2025 - Mar 2025,01/01/2025,01/03/2025,120.5856757
Direct Debit,Dual Fuel (implied),Standing Charge,OC,Jan 2025 - Mar 2025,01/01/2025,01/03/2025,136.1353904
Direct Debit,Dual Fuel (implied),Standing Charge,PAAC,Jan 2025 - Mar 2025,01/01/2025,01/03/2025,8.600753425
Direct Debit,Dual Fuel (implied),Standing Charge,PAP,Jan 2025 - Mar 2025,01/01/2025,01/03/2025,1.358327685
Direct Debit,Dual Fuel (implied),Standing Charge,PC,Jan 2025 - Mar 2025,01/01/2025,01/03/2025,22.20178074
Direct Debit,Dual Fuel (implied),Standing Charge,SMNCC,Jan 2025 - Mar 2025,01/01/2025,01/03/2025,15.42829428
Direct Debit,Dual Fuel (implied),Standing Charge,AA,Jan 2026 - Mar 2026,01/01/2026,01/03/2026,0
Direct Debit,Dual Fuel (implied),Standing Charge,CO,Jan 2026 - Mar 2026,01/01/2026,01/03/2026,120.9580867
Direct Debit,Dual Fuel (implied),Standing Charge,DRC,Jan 2026 - Mar 2026,01/01/2026,01/03/2026,9.769719892
Direct Debit,Dual Fuel (implied),Standing Charge,EBIT,Jan 2026 - Mar 2026,01/01/2026,01/03/2026,7.885087842
Direct Debit,Dual Fuel (implied),Standing Charge,HAP,Jan 2026 - Mar 2026,01/01/2026,01/03/2026,2.992419991
Direct Debit,Dual Fuel (implied),Standing Charge,IC,Jan 2026 - Mar 2026,01/01/2026,01/03/2026,20.89930747
Direct Debit,Dual Fuel (implied),Standing Charge,NC,Jan 2026 - Mar 2026,01/01/2026,01/03/2026,95.20248071
Direct Debit,Dual Fuel (implied),Standing Charge,PC,Jan 2026 - Mar 2026,01/01/2026,01/03/2026,48.82780992
Direct Debit,Dual Fuel (implied),Standing Charge,SMNCC,Jan 2026 - Mar 2026,01/01/2026,01/03/2026,-3.9537
Direct Debit,Dual Fuel (implied),Standing Charge,AA,Jul 2023 - Sept 2023,01/07/2023,01/09/2023,0.821582503
Direct Debit,Dual Fuel (implied),Standing Charge,EBIT,Jul 2023 - Sept 2023,01/07/2023,01/09/2023,5.371155706
Direct Debit,Dual Fuel (implied),Standing Charge,HAP,Jul 2023 - Sept 2023,01/07/2023,01/09/2023,2.62877116
Direct Debit,Dual Fuel (implied),Standing Charge,NC,Jul 2023 - Sept 2023,01/07/2023,01/09/2023,103.1436814
Direct Debit,Dual Fuel (implied),Standing Charge,OC,Jul 2023 - Sept 2023,01/07/2023,01/09/2023,128.2538678
Direct Debit,Dual Fuel (implied),Standing Charge,PAAC,Jul 2023 - Sept 2023,01/07/2023,01/09/2023,8.102815068
Direct Debit,Dual Fuel (implied),Standing Charge,PAP,Jul 2023 - Sept 2023,01/07/2023,01/09/2023,1.233535779
Direct Debit,Dual Fuel (implied),Standing Charge,PC,Jul 2023 - Sept 2023,01/07/2023,01/09/2023,21.04257564
Direct Debit,Dual Fuel (implied),Standing Charge,SMNCC,Jul 2023 - Sept 2023,01/07/2023,01/09/2023,14.72307486
Direct Debit,Dual Fuel (implied),Standing Charge,AA,Jul 2024 - Sept 2024,01/07/2024,01/09/2024,0
Direct Debit,Dual Fuel (implied),Standing Charge,EBIT,Jul 2024 - Sept 2024,01/07/2024,01/09/2024,7.914377422
Direct Debit,Dual Fuel (implied),Standing Charge,HAP,Jul 2024 - Sept 2024,01/07/2024,01/09/2024,2.712243426
Direct Debit,Dual Fuel (implied),Standing Charge,NC,Jul 2024 - Sept 2024,01/07/2024,01/09/2024,120.5856757
Direct Debit,Dual Fuel (implied),Standing Charge,OC,Jul 2024 - Sept 2024,01/07/2024,01/09/2024,133.5764545
Direct Debit,Dual Fuel (implied),Standing Charge,PAAC,Jul 2024 - Sept 2024,01/07/2024,01/09/2024,8.439085127
Direct Debit,Dual Fuel (implied),Standing Charge,PAP,Jul 2024 - Sept 2024,01/07/2024,01/09/2024,1.330436237
Direct Debit,Dual Fuel (implied),Standing Charge,PC,Jul 2024 - Sept 2024,01/07/2024,01/09/2024,22.20178074
Direct Debit,Dual Fuel (implied),Standing Charge,SMNCC,Jul 2024 - Sept 2024,01/07/2024,01/09/2024,11.78774136
Direct Debit,Dual Fuel (implied),Standing Charge,AA,Jul 2025 - Sept 2025,01/07/2025,01/09/2025,0
Direct Debit,Dual Fuel (implied),Standing Charge,CO,Jul 2025 - Sept 2025,01/07/2025,01/09/2025,118.0739704
Direct Debit,Dual Fuel (implied),Standing Charge,DRC,Jul 2025 - Sept 2025,01/07/2025,01/09/2025,8.751619471
Direct Debit,Dual Fuel (implied),Standing Charge,EBIT,Jul 2025 - Sept 2025,01/07/2025,01/09/2025,7.182504168
Direct Debit,Dual Fuel (implied),Standing Charge,HAP,Jul 2025 - Sept 2025,01/07/2025,01/09/2025,2.578877631
Direct Debit,Dual Fuel (implied),Standing Charge,IC,Jul 2025 - Sept 2025,01/07/2025,01/09/2025,19.78293439
Direct Debit,Dual Fuel (implied),Standing Charge,NC,Jul 2025 - Sept 2025,01/07/2025,01/09/2025,95.20248071
Direct Debit,Dual Fuel (implied),Standing Charge,PC,Jul 2025 - Sept 2025,01/07/2025,01/09/2025,24.95628927
Direct Debit,Dual Fuel (implied),Standing Charge,SMNCC,Jul 2025 - Sept 2025,01/07/2025,01/09/2025,-2.60650559
Direct Debit,Dual Fuel (implied),Standing Charge,AA,Jul 2026 - Sept 2026,01/07/2026,01/09/2026,0
Direct Debit,Dual Fuel (implied),Standing Charge,CO,Jul 2026 - Sept 2026,01/07/2026,01/09/2026,122.2690486
Direct Debit,Dual Fuel (implied),Standing Charge,DRC,Jul 2026 - Sept 2026,01/07/2026,01/09/2026,9.419030086
Direct Debit,Dual Fuel (implied),Standing Charge,EBIT,Jul 2026 - Sept 2026,01/07/2026,01/09/2026,7.833393274
Direct Debit,Dual Fuel (implied),Standing Charge,HAP,Jul 2026 - Sept 2026,01/07/2026,01/09/2026,2.410228261
Direct Debit,Dual Fuel (implied),Standing Charge,IC,Jul 2026 - Sept 2026,01/07/2026,01/09/2026,20.6664233
Direct Debit,Dual Fuel (implied),Standing Charge,NC,Jul 2026 - Sept 2026,01/07/2026,01/09/2026,123.6235186
Direct Debit,Dual Fuel (implied),Standing Charge,PC,Jul 2026 - Sept 2026,01/07/2026,01/09/2026,10.63833447
Direct Debit,Dual Fuel (implied),Standing Charge,SMNCC,Jul 2026 - Sept 2026,01/07/2026,01/09/2026,-6.204396415
Direct Debit,Dual Fuel (implied),Standing Charge,AA,Oct 2022 - Dec 2022,01/10/2022,01/12/2022,0
Direct Debit,Dual Fuel (implied),Standing Charge,EBIT,Oct 2022 - Dec 2022,01/10/2022,01/12/2022,4.894894923
Direct Debit,Dual Fuel (implied),Standing Charge,HAP,Oct 2022 - Dec 2022,01/10/2022,01/12/2022,2.536033171
Direct Debit,Dual Fuel (implied),Standing Charge,NC,Oct 2022 - Dec 2022,01/10/2022,01/12/2022,84.41146429
Direct Debit,Dual Fuel (implied),Standing Charge,OC,Oct 2022 - Dec 2022,01/10/2022,01/12/2022,123.3407109
Direct Debit,Dual Fuel (implied),Standing Charge,PAAC,Oct 2022 - Dec 2022,01/10/2022,01/12/2022,7.792411937
Direct Debit,Dual Fuel (implied),Standing Charge,PAP,Oct 2022 - Dec 2022,01/10/2022,01/12/2022,1.117645443
Direct Debit,Dual Fuel (implied),Standing Charge,PC,Oct 2022 - Dec 2022,01/10/2022,01/12/2022,22.59385276
Direct Debit,Dual Fuel (implied),Standing Charge,SMNCC,Oct 2022 - Dec 2022,01/10/2022,01/12/2022,13.47496195
Direct Debit,Dual Fuel (implied),Standing Charge,AA,Oct 2023 - Dec 2023,01/10/2023,01/12/2023,0.821582503
Direct Debit,Dual Fuel (implied),Standing Charge,EBIT,Oct 2023 - Dec 2023,01/10/2023,01/12/2023,6.88867713
Direct Debit,Dual Fuel (implied),Standing Charge,HAP,Oct 2023 - Dec 2023,01/10/2023,01/12/2023,2.674271739
Direct Debit,Dual Fuel (implied),Standing Charge,NC,Oct 2023 - Dec 2023,01/10/2023,01/12/2023,103.1436814
Direct Debit,Dual Fuel (implied),Standing Charge,OC,Oct 2023 - Dec 2023,01/10/2023,01/12/2023,132.4505227
Direct Debit,Dual Fuel (implied),Standing Charge,PAAC,Oct 2023 - Dec 2023,01/10/2023,01/12/2023,8.367951076
Direct Debit,Dual Fuel (implied),Standing Charge,PAP,Oct 2023 - Dec 2023,01/10/2023,01/12/2023,1.239234973
Direct Debit,Dual Fuel (implied),Standing Charge,PC,Oct 2023 - Dec 2023,01/10/2023,01/12/2023,21.04257564
Direct Debit,Dual Fuel (implied),Standing Charge,SMNCC,Oct 2023 - Dec 2023,01/10/2023,01/12/2023,11.84581409
Direct Debit,Dual Fuel (implied),Standing Charge,AA,Oct 2024 - Dec 2024,01/10/2024,01/12/2024,0
Direct Debit,Dual Fuel (implied),Standing Charge,EBIT,Oct 2024 - Dec 2024,01/10/2024,01/12/2024,8.213187506
Direct Debit,Dual Fuel (implied),Standing Charge,HAP,Oct 2024 - Dec 2024,01/10/2024,01/12/2024,2.810160364
Direct Debit,Dual Fuel (implied),Standing Charge,NC,Oct 2024 - Dec 2024,01/10/2024,01/12/2024,120.5856757
Direct Debit,Dual Fuel (implied),Standing Charge,OC,Oct 2024 - Dec 2024,01/10/2024,01/12/2024,136.1353904
Direct Debit,Dual Fuel (implied),Standing Charge,PAAC,Oct 2024 - Dec 2024,01/10/2024,01/12/2024,8.600753425
Direct Debit,Dual Fuel (implied),Standing Charge,PAP,Oct 2024 - Dec 2024,01/10/2024,01/12/2024,1.358327685
Direct Debit,Dual Fuel (implied),Standing Charge,PC,Oct 2024 - Dec 2024,01/10/2024,01/12/2024,22.20178074
Direct Debit,Dual Fuel (implied),Standing Charge,SMNCC,Oct 2024 - Dec 2024,01/10/2024,01/12/2024,15.42829428
Direct Debit,Dual Fuel (implied),Standing Charge,AA,Oct 2025 - Dec 2025,01/10/2025,01/12/2025,0
Direct Debit,Dual Fuel (implied),Standing Charge,CO,Oct 2025 - Dec 2025,01/10/2025,01/12/2025,120.9580867
Direct Debit,Dual Fuel (implied),Standing Charge,DRC,Oct 2025 - Dec 2025,01/10/2025,01/12/2025,9.543545631
Direct Debit,Dual Fuel (implied),Standing Charge,EBIT,Oct 2025 - Dec 2025,01/10/2025,01/12/2025,7.429329647
Direct Debit,Dual Fuel (implied),Standing Charge,HAP,Oct 2025 - Dec 2025,01/10/2025,01/12/2025,2.882577837
Direct Debit,Dual Fuel (implied),Standing Charge,IC,Oct 2025 - Dec 2025,01/10/2025,01/12/2025,20.89930747
Direct Debit,Dual Fuel (implied),Standing Charge,NC,Oct 2025 - Dec 2025,01/10/2025,01/12/2025,95.20248071
Direct Debit,Dual Fuel (implied),Standing Charge,PC,Oct 2025 - Dec 2025,01/10/2025,01/12/2025,42.00737545
Direct Debit,Dual Fuel (implied),Standing Charge,SMNCC,Oct 2025 - Dec 2025,01/10/2025,01/12/2025,-3.9537
Direct Debit,Dual Fuel (implied),Unit Rate,AA,Apr 2023 - June 2023,01/04/2023,01/06/2023,58.61680352
Direct Debit,Dual Fuel (implied),Unit Rate,CM,Apr 2023 - June 2023,01/04/2023,01/06/2023,18.00005259
Direct Debit,Dual Fuel (implied),Unit Rate,DF,Apr 2023 - June 2023,01/04/2023,01/06/2023,2223.384628
Direct Debit,Dual Fuel (implied),Unit Rate,EBIT,Apr 2023 - June 2023,01/04/2023,01/06/2023,55.03622928
Direct Debit,Dual Fuel (implied),Unit Rate,HAP,Apr 2023 - June 2023,01/04/2023,01/06/2023,38.12626923
Direct Debit,Dual Fuel (implied),Unit Rate,NC,Apr 2023 - June 2023,01/04/2023,01/06/2023,292.5669614
Direct Debit,Dual Fuel (implied),Unit Rate,OC,Apr 2023 - June 2023,01/04/2023,01/06/2023,77.0641589
Direct Debit,Dual Fuel (implied),Unit Rate,PAAC,Apr 2023 - June 2023,01/04/2023,01/06/2023,0
Direct Debit,Dual Fuel (implied),Unit Rate,PAP,Apr 2023 - June 2023,01/04/2023,01/06/2023,12.73220961
Direct Debit,Dual Fuel (implied),Unit Rate,PC,Apr 2023 - June 2023,01/04/2023,01/06/2023,152.6266921
Direct Debit,Dual Fuel (implied),Unit Rate,SMNCC,Apr 2023 - June 2023,01/04/2023,01/06/2023,6.614714793
Direct Debit,Dual Fuel (implied),Unit Rate,AA,Apr 2024 - June 2024,01/04/2024,01/06/2024,30.56858195
Direct Debit,Dual Fuel (implied),Unit Rate,CM,Apr 2024 - June 2024,01/04/2024,01/06/2024,23.47032632
Direct Debit,Dual Fuel (implied),Unit Rate,DF,Apr 2024 - June 2024,01/04/2024,01/06/2024,762.3982089
Direct Debit,Dual Fuel (implied),Unit Rate,EBIT,Apr 2024 - June 2024,01/04/2024,01/06/2024,35.33187734
Direct Debit,Dual Fuel (implied),Unit Rate,HAP,Apr 2024 - June 2024,01/04/2024,01/06/2024,16.54533555
Direct Debit,Dual Fuel (implied),Unit Rate,NC,Apr 2024 - June 2024,01/04/2024,01/06/2024,267.1048244
Direct Debit,Dual Fuel (implied),Unit Rate,OC,Apr 2024 - June 2024,01/04/2024,01/06/2024,80.26235225
Direct Debit,Dual Fuel (implied),Unit Rate,PAAC,Apr 2024 - June 2024,01/04/2024,01/06/2024,0
Direct Debit,Dual Fuel (implied),Unit Rate,PAP,Apr 2024 - June 2024,01/04/2024,01/06/2024,6.104572625
Direct Debit,Dual Fuel (implied),Unit Rate,PC,Apr 2024 - June 2024,01/04/2024,01/06/2024,186.6368194
Direct Debit,Dual Fuel (implied),Unit Rate,SMNCC,Apr 2024 - June 2024,01/04/2024,01/06/2024,5.295941772
Direct Debit,Dual Fuel (implied),Unit Rate,AA,Apr 2025 - June 2025,01/04/2025,01/06/2025,30.56858195
Direct Debit,Dual Fuel (implied),Unit Rate,CM,Apr 2025 - June 2025,01/04/2025,01/06/2025,28.35018653
Direct Debit,Dual Fuel (implied),Unit Rate,DF,Apr 2025 - June 2025,01/04/2025,01/06/2025,886.8726154
Direct Debit,Dual Fuel (implied),Unit Rate,EBIT,Apr 2025 - June 2025,01/04/2025,01/06/2025,40.70952791
Direct Debit,Dual Fuel (implied),Unit Rate,HAP,Apr 2025 - June 2025,01/04/2025,01/06/2025,18.7137487
Direct Debit,Dual Fuel (implied),Unit Rate,NC,Apr 2025 - June 2025,01/04/2025,01/06/2025,299.6293562
Direct Debit,Dual Fuel (implied),Unit Rate,OC,Apr 2025 - June 2025,01/04/2025,01/06/2025,83.09152329
Direct Debit,Dual Fuel (implied),Unit Rate,PAAC,Apr 2025 - June 2025,01/04/2025,01/06/2025,0
Direct Debit,Dual Fuel (implied),Unit Rate,PAP,Apr 2025 - June 2025,01/04/2025,01/06/2025,6.877121847
Direct Debit,Dual Fuel (implied),Unit Rate,PC,Apr 2025 - June 2025,01/04/2025,01/06/2025,194.6662942
Direct Debit,Dual Fuel (implied),Unit Rate,SMNCC,Apr 2025 - June 2025,01/04/2025,01/06/2025,7.038365463
Direct Debit,Dual Fuel (implied),Unit Rate,AA,Apr 2026 - June 2026,01/04/2026,01/06/2026,0
Direct Debit,Dual Fuel (implied),Unit Rate,CM,Apr 2026 - June 2026,01/04/2026,01/06/2026,42.67181639
Direct Debit,Dual Fuel (implied),Unit Rate,CO,Apr 2026 - June 2026,01/04/2026,01/06/2026,78.23625855
Direct Debit,Dual Fuel (implied),Unit Rate,DF,Apr 2026 - June 2026,01/04/2026,01/06/2026,609.4793146
Direct Debit,Dual Fuel (implied),Unit Rate,DRC,Apr 2026 - June 2026,01/04/2026,01/06/2026,39.2598237
Direct Debit,Dual Fuel (implied),Unit Rate,EBIT,Apr 2026 - June 2026,01/04/2026,01/06/2026,34.47664774
Direct Debit,Dual Fuel (implied),Unit Rate,HAP,Apr 2026 - June 2026,01/04/2026,01/06/2026,13.32486643
Direct Debit,Dual Fuel (implied),Unit Rate,IC,Apr 2026 - June 2026,01/04/2026,01/06/2026,13.35563504
Direct Debit,Dual Fuel (implied),Unit Rate,NC,Apr 2026 - June 2026,01/04/2026,01/06/2026,339.6620586
Direct Debit,Dual Fuel (implied),Unit Rate,PC,Apr 2026 - June 2026,01/04/2026,01/06/2026,95.41429271
Direct Debit,Dual Fuel (implied),Unit Rate,SMNCC,Apr 2026 - June 2026,01/04/2026,01/06/2026,-2.787482448
Direct Debit,Dual Fuel (implied),Unit Rate,AA,Jan 2023 - Mar 2023,01/01/2023,01/03/2023,47.41595159
Direct Debit,Dual Fuel (implied),Unit Rate,CM,Jan 2023 - Mar 2023,01/01/2023,01/03/2023,11.67112037
Direct Debit,Dual Fuel (implied),Unit Rate,DF,Jan 2023 - Mar 2023,01/01/2023,01/03/2023,3229.085714
Direct Debit,Dual Fuel (implied),Unit Rate,EBIT,Jan 2023 - Mar 2023,01/01/2023,01/03/2023,73.92747475
Direct Debit,Dual Fuel (implied),Unit Rate,HAP,Jan 2023 - Mar 2023,01/01/2023,01/03/2023,52.64514925
Direct Debit,Dual Fuel (implied),Unit Rate,NC,Jan 2023 - Mar 2023,01/01/2023,01/03/2023,295.1835868
Direct Debit,Dual Fuel (implied),Unit Rate,OC,Jan 2023 - Mar 2023,01/01/2023,01/03/2023,74.11198043
Direct Debit,Dual Fuel (implied),Unit Rate,PAAC,Jan 2023 - Mar 2023,01/01/2023,01/03/2023,0
Direct Debit,Dual Fuel (implied),Unit Rate,PAP,Jan 2023 - Mar 2023,01/01/2023,01/03/2023,17.0918804
Direct Debit,Dual Fuel (implied),Unit Rate,PC,Jan 2023 - Mar 2023,01/01/2023,01/03/2023,136.3764395
Direct Debit,Dual Fuel (implied),Unit Rate,SMNCC,Jan 2023 - Mar 2023,01/01/2023,01/03/2023,6.053968412
Direct Debit,Dual Fuel (implied),Unit Rate,AA,Jan 2024 - Mar 2024,01/01/2024,01/03/2024,11.20085192
Direct Debit,Dual Fuel (implied),Unit Rate,CM,Jan 2024 - Mar 2024,01/01/2024,01/03/2024,17.21659626
Direct Debit,Dual Fuel (implied),Unit Rate,DF,Jan 2024 - Mar 2024,01/01/2024,01/03/2024,1055.734121
Direct Debit,Dual Fuel (implied),Unit Rate,EBIT,Jan 2024 - Mar 2024,01/01/2024,01/03/2024,39.72516016
Direct Debit,Dual Fuel (implied),Unit Rate,HAP,Jan 2024 - Mar 2024,01/01/2024,01/03/2024,20.06386827
Direct Debit,Dual Fuel (implied),Unit Rate,NC,Jan 2024 - Mar 2024,01/01/2024,01/03/2024,302.0609781
Direct Debit,Dual Fuel (implied),Unit Rate,OC,Jan 2024 - Mar 2024,01/01/2024,01/03/2024,79.58581135
Direct Debit,Dual Fuel (implied),Unit Rate,PAAC,Jan 2024 - Mar 2024,01/01/2024,01/03/2024,0
Direct Debit,Dual Fuel (implied),Unit Rate,PAP,Jan 2024 - Mar 2024,01/01/2024,01/03/2024,7.304310527
Direct Debit,Dual Fuel (implied),Unit Rate,PC,Jan 2024 - Mar 2024,01/01/2024,01/03/2024,154.3003161
Direct Debit,Dual Fuel (implied),Unit Rate,SMNCC,Jan 2024 - Mar 2024,01/01/2024,01/03/2024,5.322032416
Direct Debit,Dual Fuel (implied),Unit Rate,AA,Jan 2025 - Mar 2025,01/01/2025,01/03/2025,30.56858195
Direct Debit,Dual Fuel (implied),Unit Rate,CM,Jan 2025 - Mar 2025,01/01/2025,01/03/2025,20.79836224
Direct Debit,Dual Fuel (implied),Unit Rate,DF,Jan 2025 - Mar 2025,01/01/2025,01/03/2025,801.3783126
Direct Debit,Dual Fuel (implied),Unit Rate,EBIT,Jan 2025 - Mar 2025,01/01/2025,01/03/2025,38.02767415
Direct Debit,Dual Fuel (implied),Unit Rate,HAP,Jan 2025 - Mar 2025,01/01/2025,01/03/2025,17.14780836
Direct Debit,Dual Fuel (implied),Unit Rate,NC,Jan 2025 - Mar 2025,01/01/2025,01/03/2025,269.7119216
Direct Debit,Dual Fuel (implied),Unit Rate,OC,Jan 2025 - Mar 2025,01/01/2025,01/03/2025,81.79994521
Direct Debit,Dual Fuel (implied),Unit Rate,PAAC,Jan 2025 - Mar 2025,01/01/2025,01/03/2025,0
Direct Debit,Dual Fuel (implied),Unit Rate,PAP,Jan 2025 - Mar 2025,01/01/2025,01/03/2025,6.280312232
Direct Debit,Dual Fuel (implied),Unit Rate,PC,Jan 2025 - Mar 2025,01/01/2025,01/03/2025,185.433643
Direct Debit,Dual Fuel (implied),Unit Rate,SMNCC,Jan 2025 - Mar 2025,01/01/2025,01/03/2025,6.931552503
Direct Debit,Dual Fuel (implied),Unit Rate,AA,Jan 2026 - Mar 2026,01/01/2026,01/03/2026,0
