Payment Method,Fuel Type,Charge Type,Allowance,Cap Period,Start Date,End Date,Cost Value
Standard Credit,Electricity - Multi-Register,Total Bill,Total,July 2024 - September 2024,2024-07-01,2024-09-01,1111.2488751542612
PPM,Electricity - Multi-Register,Total Bill,Total,July 2024 - September 2024,2024-07-01,2024-09-01,1024.4515126318365
Direct Debit,Gas,Total Bill,Total,July 2024 - September 2024,2024-07-01,2024-09-01,735.3769667128398
Standard Credit,Gas,Total Bill,Total,July 2024 - September 2024,2024-07-01,2024-09-01,781.5005476240337
PPM,Gas,Total Bill,Total,July 2024 - September 2024,2024-07-01,2024-09-01,710.3167710093135
Direct Debit,Dual Fuel,Total Bill,Total,July 2024 - September 2024,2024-07-01,2024-09-01,1684.8039233998843
Standard Credit,Dual Fuel,Total Bill,Total,July 2024 - September 2024,2024-07-01,2024-09-01,1790.8509570362571
PPM,Dual Fuel,Total Bill,Total,July 2024 - September 2024,2024-07-01,2024-09-01,1634.5911677640836
Direct Debit,Electricity Single Rate,Total SC,Total,October 2024 - December 2024,2024-10-01,2024-12-01,212.00253094288914
Standard Credit,Electricity Single Rate,Total SC,Total,October 2024 - December 2024,2024-10-01,2024-12-01,233.1236976615181
PPM,Electricity Single Rate,Total SC,Total,October 2024 - December 2024,2024-10-01,2024-12-01,212.00188613473765
Direct Debit,Electricity - Multi-Register,Total SC,Total,October 2024 - December 2024,2024-10-01,2024-12-01,212.44572567168004
Standard Credit,Electricity - Multi-Register,Total SC,Total,October 2024 - December 2024,2024-10-01,2024-12-01,232.964205139742
PPM,Electricity - Multi-Register,Total SC,Total,October 2024 - December 2024,2024-10-01,2024-12-01,212.4463970515681
Direct Debit,Gas,Total SC,Total,October 2024 - December 2024,2024-10-01,2024-12-01,110.04974257008463
Standard Credit,Gas,Total SC,Total,October 2024 - December 2024,2024-10-01,2024-12-01,126.23219506539003
PPM,Gas,Total SC,Total,October 2024 - December 2024,2024-10-01,2024-12-01,110.0500870797515
Direct Debit,Dual Fuel,Total SC,Total,October 2024 - December 2024,2024-10-01,2024-12-01,338.15488718862247
Standard Credit,Dual Fuel,Total SC,Total,October 2024 - December 2024,2024-10-01,2024-12-01,377.32368736325355
PPM,Dual Fuel,Total SC,Total,October 2024 - December 2024,2024-10-01,2024-12-01,338.1545718752136
Direct Debit,Electricity Single Rate,Total UR,Total,October 2024 - December 2024,2024-10-01,2024-12-01,723.3881454085904
Standard Credit,Electricity Single Rate,Total UR,Total,October 2024 - December 2024,2024-10-01,2024-12-01,761.3980408611128
PPM,Electricity Single Rate,Total UR,Total,October 2024 - December 2024,2024-10-01,2024-12-01,699.1764730380306
Direct Debit,Electricity - Multi-Register,Total UR,Total,October 2024 - December 2024,2024-10-01,2024-12-01,931.2942695433105
Standard Credit,Electricity - Multi-Register,Total UR,Total,October 2024 - December 2024,2024-10-01,2024-12-01,980.061688536169
PPM,Electricity - Multi-Register,Total UR,Total,October 2024 - December 2024,2024-10-01,2024-12-01,906.1881655235545
Direct Debit,Gas,Total UR,Total,October 2024 - December 2024,2024-10-01,2024-12-01,712.9476654980695
Standard Credit,Gas,Total UR,Total,October 2024 - December 2024,2024-10-01,2024-12-01,750.3402547961816
PPM,Gas,Total UR,Total,October 2024 - December 2024,2024-10-01,2024-12-01,686.8059778451187
Direct Debit,Dual Fuel,Total UR,Total,October 2024 - December 2024,2024-10-01,2024-12-01,1508.1526014519927
Standard Credit,Dual Fuel,Total UR,Total,October 2024 - December 2024,2024-10-01,2024-12-01,1587.325210440159
PPM,Dual Fuel,Total UR,Total,October 2024 - December 2024,2024-10-01,2024-12-01,1455.281573427307
Direct Debit,Electricity Single Rate,Total Bill,Total,October 2024 - December 2024,2024-10-01,2024-12-01,935.3906763514796
Standard Credit,Electricity Single Rate,Total Bill,Total,October 2024 - December 2024,2024-10-01,2024-12-01,994.5217385226309
PPM,Electricity Single Rate,Total Bill,Total,October 2024 - December 2024,2024-10-01,2024-12-01,911.1783591727683
Direct Debit,Electricity - Multi-Register,Total Bill,Total,October 2024 - December 2024,2024-10-01,2024-12-01,1143.7399952149906
Standard Credit,Electricity - Multi-Register,Total Bill,Total,October 2024 - December 2024,2024-10-01,2024-12-01,1213.025893675911
PPM,Electricity - Multi-Register,Total Bill,Total,October 2024 - December 2024,2024-10-01,2024-12-01,1118.6345625751226
Direct Debit,Gas,Total Bill,Total,October 2024 - December 2024,2024-10-01,2024-12-01,822.9974080681541
Standard Credit,Gas,Total Bill,Total,October 2024 - December 2024,2024-10-01,2024-12-01,876.5724498615716
PPM,Gas,Total Bill,Total,October 2024 - December 2024,2024-10-01,2024-12-01,796.8560649248702
Direct Debit,Dual Fuel,Total Bill,Total,October 2024 - December 2024,2024-10-01,2024-12-01,1846.3074886406152
Standard Credit,Dual Fuel,Total Bill,Total,October 2024 - December 2024,2024-10-01,2024-12-01,1964.6488978034126
PPM,Dual Fuel,Total Bill,Total,October 2024 - December 2024,2024-10-01,2024-12-01,1793.4361453025206
Direct Debit,Electricity Single Rate,Total SC,Total,January 2025 - March 2025,2025-01-01,2025-03-01,211.95378904569606
Standard Credit,Electricity Single Rate,Total SC,Total,January 2025 - March 2025,2025-01-01,2025-03-01,233.09592763088943
PPM,Electricity Single Rate,Total SC,Total,January 2025 - March 2025,2025-01-01,2025-03-01,211.95529998030045
Direct Debit,Electricity - Multi-Register,Total SC,Total,January 2025 - March 2025,2025-01-01,2025-03-01,212.2053085173356
Standard Credit,Electricity - Multi-Register,Total SC,Total,January 2025 - March 2025,2025-01-01,2025-03-01,232.92967279175636
PPM,Electricity - Multi-Register,Total SC,Total,January 2025 - March 2025,2025-01-01,2025-03-01,212.20743739492488
Direct Debit,Gas,Total SC,Total,January 2025 - March 2025,2025-01-01,2025-03-01,110.01869174919992
Standard Credit,Gas,Total SC,Total,January 2025 - March 2025,2025-01-01,2025-03-01,126.21129068485132
PPM,Gas,Total SC,Total,January 2025 - March 2025,2025-01-01,2025-03-01,110.02055741824563
Direct Debit,Dual Fuel,Total SC,Total,January 2025 - March 2025,2025-01-01,2025-03-01,338.0711048346408
Standard Credit,Dual Fuel,Total SC,Total,January 2025 - March 2025,2025-01-01,2025-03-01,377.27257923152786
PPM,Dual Fuel,Total SC,Total,January 2025 - March 2025,2025-01-01,2025-03-01,338.07465026847336
Direct Debit,Electricity Single Rate,Total UR,Total,January 2025 - March 2025,2025-01-01,2025-03-01,733.8317165469957
Standard Credit,Electricity Single Rate,Total UR,Total,January 2025 - March 2025,2025-01-01,2025-03-01,772.3967433761845
PPM,Electricity Single Rate,Total UR,Total,January 2025 - March 2025,2025-01-01,2025-03-01,709.5725699979361
Direct Debit,Electricity - Multi-Register,Total UR,Total,January 2025 - March 2025,2025-01-01,2025-03-01,950.7290029924868
Standard Credit,Electricity - Multi-Register,Total UR,Total,January 2025 - March 2025,2025-01-01,2025-03-01,1000.5233675086187
PPM,Electricity - Multi-Register,Total UR,Total,January 2025 - March 2025,2025-01-01,2025-03-01,925.5340282468492
Direct Debit,Gas,Total UR,Total,January 2025 - March 2025,2025-01-01,2025-03-01,724.2463973181885
Standard Credit,Gas,Total UR,Total,January 2025 - March 2025,2025-01-01,2025-03-01,762.2404055306519
PPM,Gas,Total UR,Total,January 2025 - March 2025,2025-01-01,2025-03-01,698.2445491190756
Direct Debit,Dual Fuel,Total UR,Total,January 2025 - March 2025,2025-01-01,2025-03-01,1530.9820195584434
Standard Credit,Dual Fuel,Total UR,Total,January 2025 - March 2025,2025-01-01,2025-03-01,1611.369006352178
PPM,Dual Fuel,Total UR,Total,January 2025 - March 2025,2025-01-01,2025-03-01,1478.2079750728622
Direct Debit,Electricity Single Rate,Total Bill,Total,January 2025 - March 2025,2025-01-01,2025-03-01,945.7855055926918
Standard Credit,Electricity Single Rate,Total Bill,Total,January 2025 - March 2025,2025-01-01,2025-03-01,1005.492671007074
PPM,Electricity Single Rate,Total Bill,Total,January 2025 - March 2025,2025-01-01,2025-03-01,921.5278699782365
Direct Debit,Electricity - Multi-Register,Total Bill,Total,January 2025 - March 2025,2025-01-01,2025-03-01,1162.9343115098225
Standard Credit,Electricity - Multi-Register,Total Bill,Total,January 2025 - March 2025,2025-01-01,2025-03-01,1233.453040300375
PPM,Electricity - Multi-Register,Total Bill,Total,January 2025 - March 2025,2025-01-01,2025-03-01,1137.741465641774
Direct Debit,Gas,Total Bill,Total,January 2025 - March 2025,2025-01-01,2025-03-01,834.2650890673884
Standard Credit,Gas,Total Bill,Total,January 2025 - March 2025,2025-01-01,2025-03-01,888.4516962155031
PPM,Gas,Total Bill,Total,January 2025 - March 2025,2025-01-01,2025-03-01,808.2651065373212
Direct Debit,Dual Fuel,Total Bill,Total,January 2025 - March 2025,2025-01-01,2025-03-01,1869.0531243930843
Standard Credit,Dual Fuel,Total Bill,Total,January 2025 - March 2025,2025-01-01,2025-03-01,1988.641585583706
PPM,Dual Fuel,Total Bill,Total,January 2025 - March 2025,2025-01-01,2025-03-01,1816.2826253413355
Direct Debit,Electricity Single Rate,Total SC,Total,April 2025 - June 2025,2025-04-01,2025-06-01,187.03130697874545
Standard Credit,Electricity Single Rate,Total SC,Total,April 2025 - June 2025,2025-04-01,2025-06-01,207.1953852712787
PPM,Electricity Single Rate,Total SC,Total,April 2025 - June 2025,2025-04-01,2025-06-01,187.03216511686827
Direct Debit,Electricity - Multi-Register,Total SC,Total,April 2025 - June 2025,2025-04-01,2025-06-01,187.15882942444583
Standard Credit,Electricity - Multi-Register,Total SC,Total,April 2025 - June 2025,2025-04-01,2025-06-01,207.0981603733829
PPM,Electricity - Multi-Register,Total SC,Total,April 2025 - June 2025,2025-04-01,2025-06-01,187.15898855422756
Direct Debit,Gas,Total SC,Total,April 2025 - June 2025,2025-04-01,2025-06-01,113.55575111293922
Standard Credit,Gas,Total SC,Total,April 2025 - June 2025,2025-04-01,2025-06-01,130.60846044843666
PPM,Gas,Total SC,Total,April 2025 - June 2025,2025-04-01,2025-06-01,113.55404768689094
Direct Debit,Dual Fuel,Total SC,Total,April 2025 - June 2025,2025-04-01,2025-06-01,315.61641099626894
Standard Credit,Dual Fuel,Total SC,Total,April 2025 - June 2025,2025-04-01,2025-06-01,354.69403800570115
PPM,Dual Fuel,Total SC,Total,April 2025 - June 2025,2025-04-01,2025-06-01,315.6155234439472
Direct Debit,Electricity Single Rate,Total UR,Total,April 2025 - June 2025,2025-04-01,2025-06-01,798.0140898008038
Standard Credit,Electricity Single Rate,Total UR,Total,April 2025 - June 2025,2025-04-01,2025-06-01,839.9736133396538
PPM,Electricity Single Rate,Total UR,Total,April 2025 - June 2025,2025-04-01,2025-06-01,773.4146647645416
Direct Debit,Electricity - Multi-Register,Total UR,Total,April 2025 - June 2025,2025-04-01,2025-06-01,1030.2318140838254
Standard Credit,Electricity - Multi-Register,Total UR,Total,April 2025 - June 2025,2025-04-01,2025-06-01,1084.2145399147123
PPM,Electricity - Multi-Register,Total UR,Total,April 2025 - June 2025,2025-04-01,2025-06-01,1004.6271577402454
Direct Debit,Gas,Total UR,Total,April 2025 - June 2025,2025-04-01,2025-06-01,798.5032316922684
Standard Credit,Gas,Total UR,Total,April 2025 - June 2025,2025-04-01,2025-06-01,840.4534801295347
PPM,Gas,Total UR,Total,April 2025 - June 2025,2025-04-01,2025-06-01,774.8778575204004
Direct Debit,Dual Fuel,Total UR,Total,April 2025 - June 2025,2025-04-01,2025-06-01,1676.3431875677259
Standard Credit,Dual Fuel,Total UR,Total,April 2025 - June 2025,2025-04-01,2025-06-01,1764.448448142648
PPM,Dual Fuel,Total UR,Total,April 2025 - June 2025,2025-04-01,2025-06-01,1625.7071483991888
Direct Debit,Electricity Single Rate,Total Bill,Total,April 2025 - June 2025,2025-04-01,2025-06-01,985.0453967795493
Standard Credit,Electricity Single Rate,Total Bill,Total,April 2025 - June 2025,2025-04-01,2025-06-01,1047.1689986109325
PPM,Electricity Single Rate,Total Bill,Total,April 2025 - June 2025,2025-04-01,2025-06-01,960.4468298814099
Direct Debit,Electricity - Multi-Register,Total Bill,Total,April 2025 - June 2025,2025-04-01,2025-06-01,1217.3906435082713
Standard Credit,Electricity - Multi-Register,Total Bill,Total,April 2025 - June 2025,2025-04-01,2025-06-01,1291.3127002880951
PPM,Electricity - Multi-Register,Total Bill,Total,April 2025 - June 2025,2025-04-01,2025-06-01,1191.786146294473
Direct Debit,Gas,Total Bill,Total,April 2025 - June 2025,2025-04-01,2025-06-01,912.0589828052076
Standard Credit,Gas,Total Bill,Total,April 2025 - June 2025,2025-04-01,2025-06-01,971.0619405779713
PPM,Gas,Total Bill,Total,April 2025 - June 2025,2025-04-01,2025-06-01,888.4319052072914
Direct Debit,Dual Fuel,Total Bill,Total,April 2025 - June 2025,2025-04-01,2025-06-01,1991.9595985639949
Standard Credit,Dual Fuel,Total Bill,Total,April 2025 - June 2025,2025-04-01,2025-06-01,2119.1424861483492
PPM,Dual Fuel,Total Bill,Total,April 2025 - June 2025,2025-04-01,2025-06-01,1941.322671843136
Direct Debit,Electricity Single Rate,Total SC,Total,July 2025 - September 2025,2025-07-01,2025-09-01,178.5802060262444
Standard Credit,Electricity Single Rate,Total SC,Total,July 2025 - September 2025,2025-07-01,2025-09-01,205.99370878441624
PPM,Electricity Single Rate,Total SC,Total,July 2025 - September 2025,2025-07-01,2025-09-01,178.58075191058828
Direct Debit,Electricity - Multi-Register,Total SC,Total,July 2025 - September 2025,2025-07-01,2025-09-01,178.53082345499053
Standard Credit,Electricity - Multi-Register,Total SC,Total,July 2025 - September 2025,2025-07-01,2025-09-01,205.79358333442514
PPM,Electricity - Multi-Register,Total SC,Total,July 2025 - September 2025,2025-07-01,2025-09-01,178.53076291970774
Direct Debit,Gas,Total SC,Total,July 2025 - September 2025,2025-07-01,2025-09-01,103.67724737942441
Standard Credit,Gas,Total SC,Total,July 2025 - September 2025,2025-07-01,2025-09-01,131.05060067070704
PPM,Gas,Total SC,Total,July 2025 - September 2025,2025-07-01,2025-09-01,103.67566327667306
Direct Debit,Dual Fuel,Total SC,Total,July 2025 - September 2025,2025-07-01,2025-09-01,296.37032607595216
Standard Credit,Dual Fuel,Total SC,Total,July 2025 - September 2025,2025-07-01,2025-09-01,353.8965249278795
PPM,Dual Fuel,Total SC,Total,July 2025 - September 2025,2025-07-01,2025-09-01,296.3692359466244
Direct Debit,Electricity Single Rate,Total UR,Total,July 2025 - September 2025,2025-07-01,2025-09-01,759.7295535465223
Standard Credit,Electricity Single Rate,Total UR,Total,July 2025 - September 2025,2025-07-01,2025-09-01,802.4159742174797
PPM,Electricity Single Rate,Total UR,Total,July 2025 - September 2025,2025-07-01,2025-09-01,735.6603038322103
Direct Debit,Electricity - Multi-Register,Total UR,Total,July 2025 - September 2025,2025-07-01,2025-09-01,981.586068279355
Standard Credit,Electricity - Multi-Register,Total UR,Total,July 2025 - September 2025,2025-07-01,2025-09-01,1036.389518627469
PPM,Electricity - Multi-Register,Total UR,Total,July 2025 - September 2025,2025-07-01,2025-09-01,950.8794196286344
Direct Debit,Gas,Total UR,Total,July 2025 - September 2025,2025-07-01,2025-09-01,723.8434490283528
Standard Credit,Gas,Total UR,Total,July 2025 - September 2025,2025-07-01,2025-09-01,762.9332064186902
PPM,Gas,Total UR,Total,July 2025 - September 2025,2025-07-01,2025-09-01,698.7876993470267
Direct Debit,Dual Fuel,Total UR,Total,July 2025 - September 2025,2025-07-01,2025-09-01,1557.751652703619
Standard Credit,Dual Fuel,Total UR,Total,July 2025 - September 2025,2025-07-01,2025-09-01,1643.6166396679785
PPM,Dual Fuel,Total UR,Total,July 2025 - September 2025,2025-07-01,2025-09-01,1506.1704033381986
Direct Debit,Electricity Single Rate,Total Bill,Total,July 2025 - September 2025,2025-07-01,2025-09-01,938.3097595727667
Standard Credit,Electricity Single Rate,Total Bill,Total,July 2025 - September 2025,2025-07-01,2025-09-01,1008.4096830018959
PPM,Electricity Single Rate,Total Bill,Total,July 2025 - September 2025,2025-07-01,2025-09-01,914.2410557427986
Direct Debit,Electricity - Multi-Register,Total Bill,Total,July 2025 - September 2025,2025-07-01,2025-09-01,1160.1168917343455
Standard Credit,Electricity - Multi-Register,Total Bill,Total,July 2025 - September 2025,2025-07-01,2025-09-01,1242.1831019618942
PPM,Electricity - Multi-Register,Total Bill,Total,July 2025 - September 2025,2025-07-01,2025-09-01,1129.4101825483422
Direct Debit,Gas,Total Bill,Total,July 2025 - September 2025,2025-07-01,2025-09-01,827.5206964077772
Standard Credit,Gas,Total Bill,Total,July 2025 - September 2025,2025-07-01,2025-09-01,893.9838070893973
PPM,Gas,Total Bill,Total,July 2025 - September 2025,2025-07-01,2025-09-01,802.4633626236997
Direct Debit,Dual Fuel,Total Bill,Total,July 2025 - September 2025,2025-07-01,2025-09-01,1854.121978779571
Standard Credit,Dual Fuel,Total Bill,Total,July 2025 - September 2025,2025-07-01,2025-09-01,1997.513164595858
PPM,Dual Fuel,Total Bill,Total,July 2025 - September 2025,2025-07-01,2025-09-01,1802.5396392848231
Direct Debit,Electricity Single Rate,Total SC,Total,October 2025 - December 2025,2025-10-01,2025-12-01,186.5968092068498
Standard Credit,Electricity Single Rate,Total SC,Total,October 2025 - December 2025,2025-10-01,2025-12-01,214.8820600453183
PPM,Electricity Single Rate,Total SC,Total,October 2025 - December 2025,2025-10-01,2025-12-01,186.59625978036033
Direct Debit,Electricity - Multi-Register,Total SC,Total,October 2025 - December 2025,2025-10-01,2025-12-01,186.38757597945443
Standard Credit,Electricity - Multi-Register,Total SC,Total,October 2025 - December 2025,2025-10-01,2025-12-01,214.6947875587799
PPM,Electricity - Multi-Register,Total SC,Total,October 2025 - December 2025,2025-10-01,2025-12-01,186.38696502672389
Direct Debit,Gas,Total SC,Total,October 2025 - December 2025,2025-10-01,2025-12-01,118.29435428422516
Standard Credit,Gas,Total SC,Total,October 2025 - December 2025,2025-10-01,2025-12-01,145.15528482378238
PPM,Gas,Total SC,Total,October 2025 - December 2025,2025-10-01,2025-12-01,118.29402904334955
Direct Debit,Dual Fuel,Total SC,Total,October 2025 - December 2025,2025-10-01,2025-12-01,320.13572166562864
Standard Credit,Dual Fuel,Total SC,Total,October 2025 - December 2025,2025-10-01,2025-12-01,378.03921211255573
PPM,Dual Fuel,Total SC,Total,October 2025 - December 2025,2025-10-01,2025-12-01,320.1348032648954
Direct Debit,Electricity Single Rate,Total UR,Total,October 2025 - December 2025,2025-10-01,2025-12-01,777.9450407934729
Standard Credit,Electricity Single Rate,Total UR,Total,October 2025 - December 2025,2025-10-01,2025-12-01,820.9245395146405
PPM,Electricity Single Rate,Total UR,Total,October 2025 - December 2025,2025-10-01,2025-12-01,754.0844753743119
Direct Debit,Electricity - Multi-Register,Total UR,Total,October 2025 - December 2025,2025-10-01,2025-12-01,1008.1599754788249
Standard Credit,Electricity - Multi-Register,Total UR,Total,October 2025 - December 2025,2025-10-01,2025-12-01,1063.4848055860286
PPM,Electricity - Multi-Register,Total UR,Total,October 2025 - December 2025,2025-10-01,2025-12-01,977.2759762001199
Direct Debit,Gas,Total UR,Total,October 2025 - December 2025,2025-10-01,2025-12-01,718.5901387976822
Standard Credit,Gas,Total UR,Total,October 2025 - December 2025,2025-10-01,2025-12-01,756.7464933374805
PPM,Gas,Total UR,Total,October 2025 - December 2025,2025-10-01,2025-12-01,692.9818033907422
Direct Debit,Dual Fuel,Total UR,Total,October 2025 - December 2025,2025-10-01,2025-12-01,1571.3619385707132
Standard Credit,Dual Fuel,Total UR,Total,October 2025 - December 2025,2025-10-01,2025-12-01,1656.5545844947271
PPM,Dual Fuel,Total UR,Total,October 2025 - December 2025,2025-10-01,2025-12-01,1519.4195927033068
Direct Debit,Electricity Single Rate,Total Bill,Total,October 2025 - December 2025,2025-10-01,2025-12-01,964.5418500003227
Standard Credit,Electricity Single Rate,Total Bill,Total,October 2025 - December 2025,2025-10-01,2025-12-01,1035.8065995599588
PPM,Electricity Single Rate,Total Bill,Total,October 2025 - December 2025,2025-10-01,2025-12-01,940.6807351546722
Direct Debit,Electricity - Multi-Register,Total Bill,Total,October 2025 - December 2025,2025-10-01,2025-12-01,1194.5475514582793
Standard Credit,Electricity - Multi-Register,Total Bill,Total,October 2025 - December 2025,2025-10-01,2025-12-01,1278.1795931448085
PPM,Electricity - Multi-Register,Total Bill,Total,October 2025 - December 2025,2025-10-01,2025-12-01,1163.6629412268437
Direct Debit,Gas,Total Bill,Total,October 2025 - December 2025,2025-10-01,2025-12-01,836.8844930819074
Standard Credit,Gas,Total Bill,Total,October 2025 - December 2025,2025-10-01,2025-12-01,901.9017781612629
PPM,Gas,Total Bill,Total,October 2025 - December 2025,2025-10-01,2025-12-01,811.2758324340919
Direct Debit,Dual Fuel,Total Bill,Total,October 2025 - December 2025,2025-10-01,2025-12-01,1891.4976602363417
Standard Credit,Dual Fuel,Total Bill,Total,October 2025 - December 2025,2025-10-01,2025-12-01,2034.593796607283
PPM,Dual Fuel,Total Bill,Total,October 2025 - December 2025,2025-10-01,2025-12-01,1839.5543959682022
Direct Debit,Electricity Single Rate,Total SC,Total,January 2026 - March 2026,2026-01-01,2026-03-01,190.3173224360642
Standard Credit,Electricity Single Rate,Total SC,Total,January 2026 - March 2026,2026-01-01,2026-03-01,218.89643317267547
PPM,Electricity Single Rate,Total SC,Total,January 2026 - March 2026,2026-01-01,2026-03-01,190.31693240359613
Direct Debit,Electricity - Multi-Register,Total SC,Total,January 2026 - March 2026,2026-01-01,2026-03-01,189.64951892730872
Standard Credit,Electricity - Multi-Register,Total SC,Total,January 2026 - March 2026,2026-01-01,2026-03-01,218.5833855047794
PPM,Electricity - Multi-Register,Total SC,Total,January 2026 - March 2026,2026-01-01,2026-03-01,189.64912989473473
Direct Debit,Gas,Total SC,Total,January 2026 - March 2026,2026-01-01,2026-03-01,121.98373681675322
Standard Credit,Gas,Total SC,Total,January 2026 - March 2026,2026-01-01,2026-03-01,149.16277196698385
PPM,Gas,Total SC,Total,January 2026 - March 2026,2026-01-01,2026-03-01,121.98509662114787
Direct Debit,Dual Fuel,Total SC,Total,January 2026 - March 2026,2026-01-01,2026-03-01,327.91611221545827
Standard Credit,Dual Fuel,Total SC,Total,January 2026 - March 2026,2026-01-01,2026-03-01,386.46216539664226
PPM,Dual Fuel,Total SC,Total,January 2026 - March 2026,2026-01-01,2026-03-01,327.9171304759813
Direct Debit,Electricity Single Rate,Total UR,Total,January 2026 - March 2026,2026-01-01,2026-03-01,712.1216136714213
Standard Credit,Electricity Single Rate,Total UR,Total,January 2026 - March 2026,2026-01-01,2026-03-01,751.5652604505385
PPM,Electricity Single Rate,Total UR,Total,January 2026 - March 2026,2026-01-01,2026-03-01,690.2653470196876
Direct Debit,Electricity - Multi-Register,Total UR,Total,January 2026 - March 2026,2026-01-01,2026-03-01,981.252360848704
Standard Credit,Electricity - Multi-Register,Total UR,Total,January 2026 - March 2026,2026-01-01,2026-03-01,1035.1297714978998
PPM,Electricity - Multi-Register,Total UR,Total,January 2026 - March 2026,2026-01-01,2026-03-01,951.1922099709019
Direct Debit,Gas,Total UR,Total,January 2026 - March 2026,2026-01-01,2026-03-01,649.841355936378
Standard Credit,Gas,Total UR,Total,January 2026 - March 2026,2026-01-01,2026-03-01,684.3634606666411
PPM,Gas,Total UR,Total,January 2026 - March 2026,2026-01-01,2026-03-01,626.7222241504408
Direct Debit,Dual Fuel,Total UR,Total,January 2026 - March 2026,2026-01-01,2026-03-01,1430.0611180881895
Standard Credit,Dual Fuel,Total UR,Total,January 2026 - March 2026,2026-01-01,2026-03-01,1507.725157173039
PPM,Dual Fuel,Total UR,Total,January 2026 - March 2026,2026-01-01,2026-03-01,1382.8369497286346
Direct Debit,Electricity Single Rate,Total Bill,Total,January 2026 - March 2026,2026-01-01,2026-03-01,902.4389361074855
Standard Credit,Electricity Single Rate,Total Bill,Total,January 2026 - March 2026,2026-01-01,2026-03-01,970.461693623214
PPM,Electricity Single Rate,Total Bill,Total,January 2026 - March 2026,2026-01-01,2026-03-01,880.5822794232837
Direct Debit,Electricity - Multi-Register,Total Bill,Total,January 2026 - March 2026,2026-01-01,2026-03-01,1170.9018797760127
Standard Credit,Electricity - Multi-Register,Total Bill,Total,January 2026 - March 2026,2026-01-01,2026-03-01,1253.7131570026793
PPM,Electricity - Multi-Register,Total Bill,Total,January 2026 - March 2026,2026-01-01,2026-03-01,1140.8413398656367
Direct Debit,Gas,Total Bill,Total,January 2026 - March 2026,2026-01-01,2026-03-01,771.8250927531312
Standard Credit,Gas,Total Bill,Total,January 2026 - March 2026,2026-01-01,2026-03-01,833.526232633625
PPM,Gas,Total Bill,Total,January 2026 - March 2026,2026-01-01,2026-03-01,748.7073207715886
Direct Debit,Dual Fuel,Total Bill,Total,January 2026 - March 2026,2026-01-01,2026-03-01,1757.9772303036477
Standard Credit,Dual Fuel,Total Bill,Total,January 2026 - March 2026,2026-01-01,2026-03-01,1894.187322569681
PPM,Dual Fuel,Total Bill,Total,January 2026 - March 2026,2026-01-01,2026-03-01,1710.754080204616
Direct Debit,Electricity Single Rate,Total SC,Total,April 2026 - June 2026,2026-04-01,2026-06-01,198.85941561359513
Standard Credit,Electricity Single Rate,Total SC,Total,April 2026 - June 2026,2026-04-01,2026-06-01,228.49674669883487
PPM,Electricity Single Rate,Total SC,Total,April 2026 - June 2026,2026-04-01,2026-06-01,198.85878725144607
Direct Debit,Electricity - Multi-Register,Total SC,Total,April 2026 - June 2026,2026-04-01,2026-06-01,198.09237745747615
Standard Credit,Electricity - Multi-Register,Total SC,Total,April 2026 - June 2026,2026-04-01,2026-06-01,228.15341677056412
PPM,Electricity - Multi-Register,Total SC,Total,April 2026 - June 2026,2026-04-01,2026-06-01,198.09312788756816
Direct Debit,Gas,Total SC,Total,April 2026 - June 2026,2026-04-01,2026-06-01,101.11243041721296
Standard Credit,Gas,Total SC,Total,April 2026 - June 2026,2026-04-01,2026-06-01,127.6296538329543
PPM,Gas,Total SC,Total,April 2026 - June 2026,2026-04-01,2026-06-01,101.11310428499769
Direct Debit,Dual Fuel,Total SC,Total,April 2026 - June 2026,2026-04-01,2026-06-01,314.9704383323485
Standard Credit,Dual Fuel,Total SC,Total,April 2026 - June 2026,2026-04-01,2026-06-01,373.9327205583786
PPM,Dual Fuel,Total SC,Total,April 2026 - June 2026,2026-04-01,2026-06-01,314.97048611326596
Direct Debit,Electricity Single Rate,Total UR,Total,April 2026 - June 2026,2026-04-01,2026-06-01,634.4856416780281
Standard Credit,Electricity Single Rate,Total UR,Total,April 2026 - June 2026,2026-04-01,2026-06-01,669.7903642438673
PPM,Electricity Single Rate,Total UR,Total,April 2026 - June 2026,2026-04-01,2026-06-01,615.3064482424819
Direct Debit,Electricity - Multi-Register,Total UR,Total,April 2026 - June 2026,2026-04-01,2026-06-01,857.1624391932968
Standard Credit,Electricity - Multi-Register,Total UR,Total,April 2026 - June 2026,2026-04-01,2026-06-01,904.407345252583
PPM,Electricity - Multi-Register,Total UR,Total,April 2026 - June 2026,2026-04-01,2026-06-01,831.1963719765716
Direct Debit,Gas,Total UR,Total,April 2026 - June 2026,2026-04-01,2026-06-01,628.6075895538017
Standard Credit,Gas,Total UR,Total,April 2026 - June 2026,2026-04-01,2026-06-01,662.006094425872
PPM,Gas,Total UR,Total,April 2026 - June 2026,2026-04-01,2026-06-01,605.8316631411997
Direct Debit,Dual Fuel,Total UR,Total,April 2026 - June 2026,2026-04-01,2026-06-01,1326.2478927934217
Standard Credit,Dual Fuel,Total UR,Total,April 2026 - June 2026,2026-04-01,2026-06-01,1398.3862816032263
PPM,Dual Fuel,Total UR,Total,April 2026 - June 2026,2026-04-01,2026-06-01,1282.195016952866
Direct Debit,Electricity Single Rate,Total Bill,Total,April 2026 - June 2026,2026-04-01,2026-06-01,833.3450572916232
