Payment Method,Fuel Type,Charge Type,Allowance,Cap Period,Cost Value
Standard Credit,Dual Fuel (implied),Unit Rate,NC,Oct 2023 - Dec 2023,302.0609781473695
Standard Credit,Dual Fuel (implied),Unit Rate,OC,Oct 2023 - Dec 2023,79.58581135029354
Standard Credit,Dual Fuel (implied),Unit Rate,PAAC,Oct 2023 - Dec 2023,0.0
Standard Credit,Dual Fuel (implied),Unit Rate,PAP,Oct 2023 - Dec 2023,88.71004546987929
Standard Credit,Dual Fuel (implied),Unit Rate,PC,Oct 2023 - Dec 2023,154.30031613679276
Standard Credit,Dual Fuel (implied),Unit Rate,SMNCC,Oct 2023 - Dec 2023,5.322032415623326
Standard Credit,Dual Fuel (implied),Unit Rate,AA,Oct 2024 - Dec 2024,30.56858195421765
Standard Credit,Dual Fuel (implied),Unit Rate,CM,Oct 2024 - Dec 2024,20.7983622372881
Standard Credit,Dual Fuel (implied),Unit Rate,DF,Oct 2024 - Dec 2024,780.3972279863954
Standard Credit,Dual Fuel (implied),Unit Rate,EBIT,Oct 2024 - Dec 2024,38.491208251108205
Standard Credit,Dual Fuel (implied),Unit Rate,HAP,Oct 2024 - Dec 2024,17.922110522606534
Standard Credit,Dual Fuel (implied),Unit Rate,NC,Oct 2024 - Dec 2024,269.7119215866695
Standard Credit,Dual Fuel (implied),Unit Rate,OC,Oct 2024 - Dec 2024,81.79994520547947
Standard Credit,Dual Fuel (implied),Unit Rate,PAAC,Oct 2024 - Dec 2024,0.0
Standard Credit,Dual Fuel (implied),Unit Rate,PAP,Oct 2024 - Dec 2024,79.68374238606904
Standard Credit,Dual Fuel (implied),Unit Rate,PC,Oct 2024 - Dec 2024,185.43364302399112
Standard Credit,Dual Fuel (implied),Unit Rate,SMNCC,Oct 2024 - Dec 2024,6.931552503469391
Standard Credit,Dual Fuel (implied),Unit Rate,AA,Oct 2025 - Dec 2025,0.0
Standard Credit,Dual Fuel (implied),Unit Rate,CM,Oct 2025 - Dec 2025,27.166217531894624
Standard Credit,Dual Fuel (implied),Unit Rate,CO,Oct 2025 - Dec 2025,77.39741375071716
Standard Credit,Dual Fuel (implied),Unit Rate,DF,Oct 2025 - Dec 2025,757.9253824573682
Standard Credit,Dual Fuel (implied),Unit Rate,DRC,Oct 2025 - Dec 2025,125.84647799469163
Standard Credit,Dual Fuel (implied),Unit Rate,EBIT,Oct 2025 - Dec 2025,38.56197123110745
Standard Credit,Dual Fuel (implied),Unit Rate,HAP,Oct 2025 - Dec 2025,18.05732385236836
Standard Credit,Dual Fuel (implied),Unit Rate,IC,Oct 2025 - Dec 2025,13.641965711551947
Standard Credit,Dual Fuel (implied),Unit Rate,NC,Oct 2025 - Dec 2025,326.2741930945299
Standard Credit,Dual Fuel (implied),Unit Rate,PC,Oct 2025 - Dec 2025,194.57638722789176
Standard Credit,Dual Fuel (implied),Unit Rate,SMNCC,Oct 2025 - Dec 2025,-1.7762999999999982
Standard Credit,Electricity Multi-Register,Standing Charge,AA,Apr 2023 - June 2023,0.41079125157488544
Standard Credit,Electricity Multi-Register,Standing Charge,EBIT,Apr 2023 - June 2023,3.9072275424425578
Standard Credit,Electricity Multi-Register,Standing Charge,HAP,Apr 2023 - June 2023,1.5006994033589645
Standard Credit,Electricity Multi-Register,Standing Charge,NC,Apr 2023 - June 2023,103.14368142857143
Standard Credit,Electricity Multi-Register,Standing Charge,OC,Apr 2023 - June 2023,48.959197260273974
Standard Credit,Electricity Multi-Register,Standing Charge,PAAC,Apr 2023 - June 2023,16.852727397260278
Standard Credit,Electricity Multi-Register,Standing Charge,PAP,Apr 2023 - June 2023,10.119533579266587
Standard Credit,Electricity Multi-Register,Standing Charge,PC,Apr 2023 - June 2023,10.298637820906496
Standard Credit,Electricity Multi-Register,Standing Charge,SMNCC,Apr 2023 - June 2023,11.95167364352585
Standard Credit,Electricity Multi-Register,Standing Charge,AA,Apr 2024 - June 2024,0.0
Standard Credit,Electricity Multi-Register,Standing Charge,EBIT,Apr 2024 - June 2024,4.986103441281586
Standard Credit,Electricity Multi-Register,Standing Charge,HAP,Apr 2024 - June 2024,1.56262185954809
Standard Credit,Electricity Multi-Register,Standing Charge,NC,Apr 2024 - June 2024,120.5856757142857
Standard Credit,Electricity Multi-Register,Standing Charge,OC,Apr 2024 - June 2024,50.991023483365936
Standard Credit,Electricity Multi-Register,Standing Charge,PAAC,Apr 2024 - June 2024,17.552122309197646
Standard Credit,Electricity Multi-Register,Standing Charge,PAP,Apr 2024 - June 2024,11.208375925432893
Standard Credit,Electricity Multi-Register,Standing Charge,PC,Apr 2024 - June 2024,10.909265371253543
Standard Credit,Electricity Multi-Register,Standing Charge,SMNCC,Apr 2024 - June 2024,11.082285041361699
Standard Credit,Electricity Multi-Register,Standing Charge,AA,Apr 2025 - June 2025,0.0
Standard Credit,Electricity Multi-Register,Standing Charge,EBIT,Apr 2025 - June 2025,4.6700650796545204
Standard Credit,Electricity Multi-Register,Standing Charge,HAP,Apr 2025 - June 2025,1.6146249223999833
Standard Credit,Electricity Multi-Register,Standing Charge,NC,Apr 2025 - June 2025,95.2024807142857
Standard Credit,Electricity Multi-Register,Standing Charge,OC,Apr 2025 - June 2025,52.7884082191781
Standard Credit,Electricity Multi-Register,Standing Charge,PAAC,Apr 2025 - June 2025,18.170817808219173
Standard Credit,Electricity Multi-Register,Standing Charge,PAP,Apr 2025 - June 2025,9.99688076991322
Standard Credit,Electricity Multi-Register,Standing Charge,PC,Apr 2025 - June 2025,10.979819636605354
Standard Credit,Electricity Multi-Register,Standing Charge,SMNCC,Apr 2025 - June 2025,13.675063223126843
Standard Credit,Electricity Multi-Register,Standing Charge,AA,Apr 2026 - June 2026,0.0
Standard Credit,Electricity Multi-Register,Standing Charge,CO,Apr 2026 - June 2026,66.88730101505212
Standard Credit,Electricity Multi-Register,Standing Charge,DRC,Apr 2026 - June 2026,19.983480772714596
Standard Credit,Electricity Multi-Register,Standing Charge,EBIT,Apr 2026 - June 2026,5.260022470292656
Standard Credit,Electricity Multi-Register,Standing Charge,HAP,Apr 2026 - June 2026,1.5083386533104257
Standard Credit,Electricity Multi-Register,Standing Charge,IC,Apr 2026 - June 2026,9.59309345822528
Standard Credit,Electricity Multi-Register,Standing Charge,NC,Apr 2026 - June 2026,123.62351857142858
Standard Credit,Electricity Multi-Register,Standing Charge,PC,Apr 2026 - June 2026,3.4102172359204843
Standard Credit,Electricity Multi-Register,Standing Charge,SMNCC,Apr 2026 - June 2026,-2.11255540638
Standard Credit,Electricity Multi-Register,Standing Charge,AA,Jan 2023 - Mar 2023,0.0
Standard Credit,Electricity Multi-Register,Standing Charge,EBIT,Jan 2023 - Mar 2023,3.439278083110866
Standard Credit,Electricity Multi-Register,Standing Charge,HAP,Jan 2023 - Mar 2023,1.4143659416975116
Standard Credit,Electricity Multi-Register,Standing Charge,NC,Jan 2023 - Mar 2023,84.41146428571427
Standard Credit,Electricity Multi-Register,Standing Charge,OC,Jan 2023 - Mar 2023,47.083665362035234
Standard Credit,Electricity Multi-Register,Standing Charge,PAAC,Jan 2023 - Mar 2023,16.207132093933463
Standard Credit,Electricity Multi-Register,Standing Charge,PAP,Jan 2023 - Mar 2023,8.832428477390355
Standard Credit,Electricity Multi-Register,Standing Charge,PC,Jan 2023 - Mar 2023,9.950486379774246
Standard Credit,Electricity Multi-Register,Standing Charge,SMNCC,Jan 2023 - Mar 2023,11.090106502704797
Standard Credit,Electricity Multi-Register,Standing Charge,AA,Jan 2024 - Mar 2024,0.41079125157488544
Standard Credit,Electricity Multi-Register,Standing Charge,EBIT,Jan 2024 - Mar 2024,4.3401082500876145
Standard Credit,Electricity Multi-Register,Standing Charge,HAP,Jan 2024 - Mar 2024,1.5205231845539513
Standard Credit,Electricity Multi-Register,Standing Charge,NC,Jan 2024 - Mar 2024,103.14368142857143
Standard Credit,Electricity Multi-Register,Standing Charge,OC,Jan 2024 - Mar 2024,50.56121409001957
Standard Credit,Electricity Multi-Register,Standing Charge,PAAC,Jan 2024 - Mar 2024,17.40417338551859
Standard Credit,Electricity Multi-Register,Standing Charge,PAP,Jan 2024 - Mar 2024,10.13976701988791
Standard Credit,Electricity Multi-Register,Standing Charge,PC,Jan 2024 - Mar 2024,10.298637820906496
Standard Credit,Electricity Multi-Register,Standing Charge,SMNCC,Jan 2024 - Mar 2024,10.69908760649443
Standard Credit,Electricity Multi-Register,Standing Charge,AA,Jan 2025 - Mar 2025,0.0
Standard Credit,Electricity Multi-Register,Standing Charge,EBIT,Jan 2025 - Mar 2025,5.316434297106546
Standard Credit,Electricity Multi-Register,Standing Charge,HAP,Jan 2025 - Mar 2025,1.6210940236115512
Standard Credit,Electricity Multi-Register,Standing Charge,NC,Jan 2025 - Mar 2025,120.5856757142857
Standard Credit,Electricity Multi-Register,Standing Charge,OC,Jan 2025 - Mar 2025,51.967863013698626
Standard Credit,Electricity Multi-Register,Standing Charge,PAAC,Jan 2025 - Mar 2025,17.8883698630137
Standard Credit,Electricity Multi-Register,Standing Charge,PAP,Jan 2025 - Mar 2025,11.390486249133243
Standard Credit,Electricity Multi-Register,Standing Charge,PC,Jan 2025 - Mar 2025,10.909265371253543
Standard Credit,Electricity Multi-Register,Standing Charge,SMNCC,Jan 2025 - Mar 2025,13.25048425965346
Standard Credit,Electricity Multi-Register,Standing Charge,AA,Jan 2026 - Mar 2026,0.0
Standard Credit,Electricity Multi-Register,Standing Charge,CO,Jan 2026 - Mar 2026,66.1701391028107
Standard Credit,Electricity Multi-Register,Standing Charge,DRC,Jan 2026 - Mar 2026,19.196497378250733
Standard Credit,Electricity Multi-Register,Standing Charge,EBIT,Jan 2026 - Mar 2026,4.815911927867577
Standard Credit,Electricity Multi-Register,Standing Charge,HAP,Jan 2026 - Mar 2026,1.7803536689702244
Standard Credit,Electricity Multi-Register,Standing Charge,IC,Jan 2026 - Mar 2026,9.93072275026738
Standard Credit,Electricity Multi-Register,Standing Charge,NC,Jan 2026 - Mar 2026,95.2024807142857
Standard Credit,Electricity Multi-Register,Standing Charge,PC,Jan 2026 - Mar 2026,22.915579962327037
Standard Credit,Electricity Multi-Register,Standing Charge,SMNCC,Jan 2026 - Mar 2026,-1.4283
Standard Credit,Electricity Multi-Register,Standing Charge,AA,Jul 2023 - Sept 2023,0.41079125157488544
Standard Credit,Electricity Multi-Register,Standing Charge,EBIT,Jul 2023 - Sept 2023,3.9072275424425578
Standard Credit,Electricity Multi-Register,Standing Charge,HAP,Jul 2023 - Sept 2023,1.5006994033589645
Standard Credit,Electricity Multi-Register,Standing Charge,NC,Jul 2023 - Sept 2023,103.14368142857143
Standard Credit,Electricity Multi-Register,Standing Charge,OC,Jul 2023 - Sept 2023,48.959197260273974
Standard Credit,Electricity Multi-Register,Standing Charge,PAAC,Jul 2023 - Sept 2023,16.852727397260278
Standard Credit,Electricity Multi-Register,Standing Charge,PAP,Jul 2023 - Sept 2023,10.119533579266587
Standard Credit,Electricity Multi-Register,Standing Charge,PC,Jul 2023 - Sept 2023,10.298637820906496
Standard Credit,Electricity Multi-Register,Standing Charge,SMNCC,Jul 2023 - Sept 2023,11.95167364352585
Standard Credit,Electricity Multi-Register,Standing Charge,AA,Jul 2024 - Sept 2024,0.0
Standard Credit,Electricity Multi-Register,Standing Charge,EBIT,Jul 2024 - Sept 2024,5.147500656419373
Standard Credit,Electricity Multi-Register,Standing Charge,HAP,Jul 2024 - Sept 2024,1.5649848761749223
Standard Credit,Electricity Multi-Register,Standing Charge,NC,Jul 2024 - Sept 2024,120.5856757142857
Standard Credit,Electricity Multi-Register,Standing Charge,OC,Jul 2024 - Sept 2024,50.991023483365936
Standard Credit,Electricity Multi-Register,Standing Charge,PAAC,Jul 2024 - Sept 2024,17.552122309197646
Standard Credit,Electricity Multi-Register,Standing Charge,PAP,Jul 2024 - Sept 2024,11.208375925432893
Standard Credit,Electricity Multi-Register,Standing Charge,PC,Jul 2024 - Sept 2024,10.909265371253543
Standard Credit,Electricity Multi-Register,Standing Charge,SMNCC,Jul 2024 - Sept 2024,11.082285041361699
Standard Credit,Electricity Multi-Register,Standing Charge,AA,Jul 2025 - Sept 2025,0.0
Standard Credit,Electricity Multi-Register,Standing Charge,CO,Jul 2025 - Sept 2025,64.59238289587948
Standard Credit,Electricity Multi-Register,Standing Charge,DRC,Jul 2025 - Sept 2025,18.214899696084583
Standard Credit,Electricity Multi-Register,Standing Charge,EBIT,Jul 2025 - Sept 2025,4.707570660564676
Standard Credit,Electricity Multi-Register,Standing Charge,HAP,Jul 2025 - Sept 2025,1.595800222405226
Standard Credit,Electricity Multi-Register,Standing Charge,IC,Jul 2025 - Sept 2025,9.350398225815407
Standard Credit,Electricity Multi-Register,Standing Charge,NC,Jul 2025 - Sept 2025,95.2024807142857
Standard Credit,Electricity Multi-Register,Standing Charge,PC,Jul 2025 - Sept 2025,10.979819636605354
Standard Credit,Electricity Multi-Register,Standing Charge,SMNCC,Jul 2025 - Sept 2025,1.150231282784684
Standard Credit,Electricity Multi-Register,Standing Charge,AA,Jul 2026 - Sept 2026,0.0
Standard Credit,Electricity Multi-Register,Standing Charge,CO,Jul 2026 - Sept 2026,66.88730101505212
Standard Credit,Electricity Multi-Register,Standing Charge,DRC,Jul 2026 - Sept 2026,19.983480772714596
Standard Credit,Electricity Multi-Register,Standing Charge,EBIT,Jul 2026 - Sept 2026,5.401737329088264
Standard Credit,Electricity Multi-Register,Standing Charge,HAP,Jul 2026 - Sept 2026,1.5104135005580523
Standard Credit,Electricity Multi-Register,Standing Charge,IC,Jul 2026 - Sept 2026,9.59309345822528
Standard Credit,Electricity Multi-Register,Standing Charge,NC,Jul 2026 - Sept 2026,123.62351857142858
Standard Credit,Electricity Multi-Register,Standing Charge,PC,Jul 2026 - Sept 2026,3.4102172359204843
Standard Credit,Electricity Multi-Register,Standing Charge,SMNCC,Jul 2026 - Sept 2026,-2.11255540638
Standard Credit,Electricity Multi-Register,Standing Charge,AA,Oct 2022 - Dec 2022,0.0
Standard Credit,Electricity Multi-Register,Standing Charge,EBIT,Oct 2022 - Dec 2022,3.439278083110866
Standard Credit,Electricity Multi-Register,Standing Charge,HAP,Oct 2022 - Dec 2022,1.4143659416975116
Standard Credit,Electricity Multi-Register,Standing Charge,NC,Oct 2022 - Dec 2022,84.41146428571427
Standard Credit,Electricity Multi-Register,Standing Charge,OC,Oct 2022 - Dec 2022,47.083665362035234
Standard Credit,Electricity Multi-Register,Standing Charge,PAAC,Oct 2022 - Dec 2022,16.207132093933463
Standard Credit,Electricity Multi-Register,Standing Charge,PAP,Oct 2022 - Dec 2022,8.832428477390355
Standard Credit,Electricity Multi-Register,Standing Charge,PC,Oct 2022 - Dec 2022,9.950486379774246
Standard Credit,Electricity Multi-Register,Standing Charge,SMNCC,Oct 2022 - Dec 2022,11.090106502704797
Standard Credit,Electricity Multi-Register,Standing Charge,AA,Oct 2023 - Dec 2023,0.41079125157488544
Standard Credit,Electricity Multi-Register,Standing Charge,EBIT,Oct 2023 - Dec 2023,4.405603792324327
Standard Credit,Electricity Multi-Register,Standing Charge,HAP,Oct 2023 - Dec 2023,1.5214821047878382
Standard Credit,Electricity Multi-Register,Standing Charge,NC,Oct 2023 - Dec 2023,103.14368142857143
Standard Credit,Electricity Multi-Register,Standing Charge,OC,Oct 2023 - Dec 2023,50.56121409001957
Standard Credit,Electricity Multi-Register,Standing Charge,PAAC,Oct 2023 - Dec 2023,17.40417338551859
Standard Credit,Electricity Multi-Register,Standing Charge,PAP,Oct 2023 - Dec 2023,10.13976701988791
Standard Credit,Electricity Multi-Register,Standing Charge,PC,Oct 2023 - Dec 2023,10.298637820906496
Standard Credit,Electricity Multi-Register,Standing Charge,SMNCC,Oct 2023 - Dec 2023,10.69908760649443
Standard Credit,Electricity Multi-Register,Standing Charge,AA,Oct 2024 - Dec 2024,0.0
Standard Credit,Electricity Multi-Register,Standing Charge,EBIT,Oct 2024 - Dec 2024,5.350468352487369
Standard Credit,Electricity Multi-Register,Standing Charge,HAP,Oct 2024 - Dec 2024,1.621592316216382
Standard Credit,Electricity Multi-Register,Standing Charge,NC,Oct 2024 - Dec 2024,120.5856757142857
Standard Credit,Electricity Multi-Register,Standing Charge,OC,Oct 2024 - Dec 2024,51.967863013698626
Standard Credit,Electricity Multi-Register,Standing Charge,PAAC,Oct 2024 - Dec 2024,17.8883698630137
Standard Credit,Electricity Multi-Register,Standing Charge,PAP,Oct 2024 - Dec 2024,11.390486249133243
Standard Credit,Electricity Multi-Register,Standing Charge,PC,Oct 2024 - Dec 2024,10.909265371253543
Standard Credit,Electricity Multi-Register,Standing Charge,SMNCC,Oct 2024 - Dec 2024,13.25048425965346
Standard Credit,Electricity Multi-Register,Standing Charge,AA,Oct 2025 - Dec 2025,0.0
Standard Credit,Electricity Multi-Register,Standing Charge,CO,Oct 2025 - Dec 2025,66.1701391028107
Standard Credit,Electricity Multi-Register,Standing Charge,DRC,Oct 2025 - Dec 2025,18.893762463583737
Standard Credit,Electricity Multi-Register,Standing Charge,EBIT,Oct 2025 - Dec 2025,4.696377567463011
Standard Credit,Electricity Multi-Register,Standing Charge,HAP,Oct 2025 - Dec 2025,1.7242422339627894
Standard Credit,Electricity Multi-Register,Standing Charge,IC,Oct 2025 - Dec 2025,9.93072275026738
Standard Credit,Electricity Multi-Register,Standing Charge,NC,Oct 2025 - Dec 2025,95.2024807142857
Standard Credit,Electricity Multi-Register,Standing Charge,PC,Oct 2025 - Dec 2025,19.505362726406556
Standard Credit,Electricity Multi-Register,Standing Charge,SMNCC,Oct 2025 - Dec 2025,-1.4283
Standard Credit,Electricity Multi-Register,Unit Rate,AA,Apr 2023 - June 2023,26.30235715824895
Standard Credit,Electricity Multi-Register,Unit Rate,CM,Apr 2023 - June 2023,18.521453844979444
Standard Credit,Electricity Multi-Register,Unit Rate,DF,Apr 2023 - June 2023,1494.1918100465305
Standard Credit,Electricity Multi-Register,Unit Rate,EBIT,Apr 2023 - June 2023,39.25464984309523
Standard Credit,Electricity Multi-Register,Unit Rate,HAP,Apr 2023 - June 2023,28.065455830741147
Standard Credit,Electricity Multi-Register,Unit Rate,NC,Apr 2023 - June 2023,149.12495255263687
Standard Credit,Electricity Multi-Register,Unit Rate,OC,Apr 2023 - June 2023,46.99461095890408
Standard Credit,Electricity Multi-Register,Unit Rate,PAAC,Apr 2023 - June 2023,0.0
Standard Credit,Electricity Multi-Register,Unit Rate,PAP,Apr 2023 - June 2023,110.935012807851
Standard Credit,Electricity Multi-Register,Unit Rate,PC,Apr 2023 - June 2023,175.3389091689072
Standard Credit,Electricity Multi-Register,Unit Rate,SMNCC,Apr 2023 - June 2023,5.369592506511619
Standard Credit,Electricity Multi-Register,Unit Rate,AA,Apr 2024 - June 2024,15.899644085837112
Standard Credit,Electricity Multi-Register,Unit Rate,CM,Apr 2024 - June 2024,25.1071862441468
Standard Credit,Electricity Multi-Register,Unit Rate,DF,Apr 2024 - June 2024,477.16805647172947
Standard Credit,Electricity Multi-Register,Unit Rate,EBIT,Apr 2024 - June 2024,21.15086005679527
Standard Credit,Electricity Multi-Register,Unit Rate,HAP,Apr 2024 - June 2024,12.430610559332932
Standard Credit,Electricity Multi-Register,Unit Rate,NC,Apr 2024 - June 2024,114.77800996039174
Standard Credit,Electricity Multi-Register,Unit Rate,OC,Apr 2024 - June 2024,48.94490606653618
Standard Credit,Electricity Multi-Register,Unit Rate,PAAC,Apr 2024 - June 2024,0.0
Standard Credit,Electricity Multi-Register,Unit Rate,PAP,Apr 2024 - June 2024,51.59586373007508
Standard Credit,Electricity Multi-Register,Unit Rate,PC,Apr 2024 - June 2024,204.18191276035338
Standard Credit,Electricity Multi-Register,Unit Rate,SMNCC,Apr 2024 - June 2024,4.978997627278437
Standard Credit,Electricity Multi-Register,Unit Rate,AA,Apr 2025 - June 2025,15.899644085837112
Standard Credit,Electricity Multi-Register,Unit Rate,CM,Apr 2025 - June 2025,32.44154710305148
Standard Credit,Electricity Multi-Register,Unit Rate,DF,Apr 2025 - June 2025,527.7336147494332
Standard Credit,Electricity Multi-Register,Unit Rate,EBIT,Apr 2025 - June 2025,24.3469561251484
Standard Credit,Electricity Multi-Register,Unit Rate,HAP,Apr 2025 - June 2025,13.587176839764627
Standard Credit,Electricity Multi-Register,Unit Rate,NC,Apr 2025 - June 2025,142.60490287655745
Standard Credit,Electricity Multi-Register,Unit Rate,OC,Apr 2025 - June 2025,50.670167123287676
Standard Credit,Electricity Multi-Register,Unit Rate,PAAC,Apr 2025 - June 2025,0.0
Standard Credit,Electricity Multi-Register,Unit Rate,PAP,Apr 2025 - June 2025,57.26778675949912
Standard Credit,Electricity Multi-Register,Unit Rate,PC,Apr 2025 - June 2025,213.51887526782957
Standard Credit,Electricity Multi-Register,Unit Rate,SMNCC,Apr 2025 - June 2025,6.143868984303369
Standard Credit,Electricity Multi-Register,Unit Rate,AA,Apr 2026 - June 2026,0.0
Standard Credit,Electricity Multi-Register,Unit Rate,CM,Apr 2026 - June 2026,52.09104467005212
Standard Credit,Electricity Multi-Register,Unit Rate,CO,Apr 2026 - June 2026,49.32974714159688
Standard Credit,Electricity Multi-Register,Unit Rate,DF,Apr 2026 - June 2026,430.3769001317906
Standard Credit,Electricity Multi-Register,Unit Rate,DRC,Apr 2026 - June 2026,73.01850787217396
Standard Credit,Electricity Multi-Register,Unit Rate,EBIT,Apr 2026 - June 2026,20.754658303410793
Standard Credit,Electricity Multi-Register,Unit Rate,HAP,Apr 2026 - June 2026,10.857804483299448
Standard Credit,Electricity Multi-Register,Unit Rate,IC,Apr 2026 - June 2026,9.335373757405275
Standard Credit,Electricity Multi-Register,Unit Rate,NC,Apr 2026 - June 2026,151.94688498761224
Standard Credit,Electricity Multi-Register,Unit Rate,PC,Apr 2026 - June 2026,107.64554300086165
Standard Credit,Electricity Multi-Register,Unit Rate,SMNCC,Apr 2026 - June 2026,-0.94911909562
Standard Credit,Electricity Multi-Register,Unit Rate,AA,Jan 2023 - Mar 2023,20.701931196232078
Standard Credit,Electricity Multi-Register,Unit Rate,CM,Jan 2023 - Mar 2023,12.009130989979031
Standard Credit,Electricity Multi-Register,Unit Rate,DF,Jan 2023 - Mar 2023,2208.3388120062273
Standard Credit,Electricity Multi-Register,Unit Rate,EBIT,Jan 2023 - Mar 2023,52.97115146732256
Standard Credit,Electricity Multi-Register,Unit Rate,HAP,Jan 2023 - Mar 2023,38.80504769186604
Standard Credit,Electricity Multi-Register,Unit Rate,NC,Jan 2023 - Mar 2023,137.51721785081344
Standard Credit,Electricity Multi-Register,Unit Rate,OC,Jan 2023 - Mar 2023,45.19433855185906
Standard Credit,Electricity Multi-Register,Unit Rate,PAAC,Jan 2023 - Mar 2023,0.0
Standard Credit,Electricity Multi-Register,Unit Rate,PAP,Jan 2023 - Mar 2023,149.698325929856
Standard Credit,Electricity Multi-Register,Unit Rate,PC,Jan 2023 - Mar 2023,156.5407692041451
Standard Credit,Electricity Multi-Register,Unit Rate,SMNCC,Jan 2023 - Mar 2023,4.982511617157227
Standard Credit,Electricity Multi-Register,Unit Rate,AA,Jan 2024 - Mar 2024,5.600425962016865
Standard Credit,Electricity Multi-Register,Unit Rate,CM,Jan 2024 - Mar 2024,18.417607023985347
Standard Credit,Electricity Multi-Register,Unit Rate,DF,Jan 2024 - Mar 2024,646.5591270676421
Standard Credit,Electricity Multi-Register,Unit Rate,EBIT,Jan 2024 - Mar 2024,24.079156063765858
Standard Credit,Electricity Multi-Register,Unit Rate,HAP,Jan 2024 - Mar 2024,14.452509901709188
Standard Credit,Electricity Multi-Register,Unit Rate,NC,Jan 2024 - Mar 2024,160.93022874452265
Standard Credit,Electricity Multi-Register,Unit Rate,OC,Jan 2024 - Mar 2024,48.53234363992171
Standard Credit,Electricity Multi-Register,Unit Rate,PAAC,Jan 2024 - Mar 2024,0.0
Standard Credit,Electricity Multi-Register,Unit Rate,PAP,Jan 2024 - Mar 2024,61.520479214922545
Standard Credit,Electricity Multi-Register,Unit Rate,PC,Jan 2024 - Mar 2024,177.60989723328595
Standard Credit,Electricity Multi-Register,Unit Rate,SMNCC,Jan 2024 - Mar 2024,4.806836460888803
Standard Credit,Electricity Multi-Register,Unit Rate,AA,Jan 2025 - Mar 2025,15.899644085837112
Standard Credit,Electricity Multi-Register,Unit Rate,CM,Jan 2025 - Mar 2025,23.79972233532604
Standard Credit,Electricity Multi-Register,Unit Rate,DF,Jan 2025 - Mar 2025,486.4905867563552
Standard Credit,Electricity Multi-Register,Unit Rate,EBIT,Jan 2025 - Mar 2025,22.715965373991825
Standard Credit,Electricity Multi-Register,Unit Rate,HAP,Jan 2025 - Mar 2025,12.594123393078801
Standard Credit,Electricity Multi-Register,Unit Rate,NC,Jan 2025 - Mar 2025,127.73367051545803
Standard Credit,Electricity Multi-Register,Unit Rate,OC,Jan 2025 - Mar 2025,49.882547945205495
Standard Credit,Electricity Multi-Register,Unit Rate,PAAC,Jan 2025 - Mar 2025,0.0
Standard Credit,Electricity Multi-Register,Unit Rate,PAP,Jan 2025 - Mar 2025,52.830606266968076
Standard Credit,Electricity Multi-Register,Unit Rate,PC,Jan 2025 - Mar 2025,202.62338471974223
Standard Credit,Electricity Multi-Register,Unit Rate,SMNCC,Jan 2025 - Mar 2025,5.953116116655904
Standard Credit,Electricity Multi-Register,Unit Rate,AA,Jan 2026 - Mar 2026,0.0
Standard Credit,Electricity Multi-Register,Unit Rate,CM,Jan 2026 - Mar 2026,29.363017652570335
Standard Credit,Electricity Multi-Register,Unit Rate,CO,Jan 2026 - Mar 2026,48.80083634308082
Standard Credit,Electricity Multi-Register,Unit Rate,DF,Jan 2026 - Mar 2026,455.20280566706157
Standard Credit,Electricity Multi-Register,Unit Rate,DRC,Jan 2026 - Mar 2026,83.34686643883899
Standard Credit,Electricity Multi-Register,Unit Rate,EBIT,Jan 2026 - Mar 2026,22.729117107703413
Standard Credit,Electricity Multi-Register,Unit Rate,HAP,Jan 2026 - Mar 2026,12.687600303924889
Standard Credit,Electricity Multi-Register,Unit Rate,IC,Jan 2026 - Mar 2026,9.663932594696567
Standard Credit,Electricity Multi-Register,Unit Rate,NC,Jan 2026 - Mar 2026,155.8619988065089
Standard Credit,Electricity Multi-Register,Unit Rate,PC,Jan 2026 - Mar 2026,218.11529658351452
Standard Credit,Electricity Multi-Register,Unit Rate,SMNCC,Jan 2026 - Mar 2026,-0.6416999999999999
Standard Credit,Electricity Multi-Register,Unit Rate,AA,Jul 2023 - Sept 2023,37.70529486082545
Standard Credit,Electricity Multi-Register,Unit Rate,CM,Jul 2023 - Sept 2023,18.521453844979444
Standard Credit,Electricity Multi-Register,Unit Rate,DF,Jul 2023 - Sept 2023,666.6410667610029
Standard Credit,Electricity Multi-Register,Unit Rate,EBIT,Jul 2023 - Sept 2023,22.694338835231648
Standard Credit,Electricity Multi-Register,Unit Rate,HAP,Jul 2023 - Sept 2023,15.188577234241382
Standard Credit,Electricity Multi-Register,Unit Rate,NC,Jul 2023 - Sept 2023,157.03813081506098
Standard Credit,Electricity Multi-Register,Unit Rate,OC,Jul 2023 - Sept 2023,46.99461095890408
Standard Credit,Electricity Multi-Register,Unit Rate,PAAC,Jul 2023 - Sept 2023,0.0
Standard Credit,Electricity Multi-Register,Unit Rate,PAP,Jul 2023 - Sept 2023,64.13499494748315
Standard Credit,Electricity Multi-Register,Unit Rate,PC,Jul 2023 - Sept 2023,175.3389091689072
Standard Credit,Electricity Multi-Register,Unit Rate,SMNCC,Jul 2023 - Sept 2023,5.369592506511619
Standard Credit,Electricity Multi-Register,Unit Rate,AA,Jul 2024 - Sept 2024,15.899644085837112
Standard Credit,Electricity Multi-Register,Unit Rate,CM,Jul 2024 - Sept 2024,23.1211097300575
