Payment Method,Fuel Type,Charge Type,Allowance,Cap Period,Cost Value
Direct Debit,Dual Fuel (implied),Standing Charge,AA,Apr 2023 - June 2023,0.8215825031497709
Direct Debit,Dual Fuel (implied),Standing Charge,EBIT,Apr 2023 - June 2023,5.371155705697767
Direct Debit,Dual Fuel (implied),Standing Charge,HAP,Apr 2023 - June 2023,2.628771160470145
Direct Debit,Dual Fuel (implied),Standing Charge,NC,Apr 2023 - June 2023,103.14368142857143
Direct Debit,Dual Fuel (implied),Standing Charge,OC,Apr 2023 - June 2023,128.25386780821918
Direct Debit,Dual Fuel (implied),Standing Charge,PAAC,Apr 2023 - June 2023,8.10281506849315
Direct Debit,Dual Fuel (implied),Standing Charge,PAP,Apr 2023 - June 2023,1.2335357789287102
Direct Debit,Dual Fuel (implied),Standing Charge,PC,Apr 2023 - June 2023,21.042575641812995
Direct Debit,Dual Fuel (implied),Standing Charge,SMNCC,Apr 2023 - June 2023,14.72307486137447
Direct Debit,Dual Fuel (implied),Standing Charge,AA,Apr 2024 - June 2024,0.0
Direct Debit,Dual Fuel (implied),Standing Charge,EBIT,Apr 2024 - June 2024,7.637609633134826
Direct Debit,Dual Fuel (implied),Standing Charge,HAP,Apr 2024 - June 2024,2.7081912684354243
Direct Debit,Dual Fuel (implied),Standing Charge,NC,Apr 2024 - June 2024,120.5856757142857
Direct Debit,Dual Fuel (implied),Standing Charge,OC,Apr 2024 - June 2024,133.57645450097846
Direct Debit,Dual Fuel (implied),Standing Charge,PAAC,Apr 2024 - June 2024,8.439085127201565
Direct Debit,Dual Fuel (implied),Standing Charge,PAP,Apr 2024 - June 2024,1.3304362366203542
Direct Debit,Dual Fuel (implied),Standing Charge,PC,Apr 2024 - June 2024,22.20178074250709
Direct Debit,Dual Fuel (implied),Standing Charge,SMNCC,Apr 2024 - June 2024,11.787741363916975
Direct Debit,Dual Fuel (implied),Standing Charge,AA,Apr 2025 - June 2025,0.0
Direct Debit,Dual Fuel (implied),Standing Charge,EBIT,Apr 2025 - June 2025,7.487417792643415
Direct Debit,Dual Fuel (implied),Standing Charge,HAP,Apr 2025 - June 2025,2.8753242998283666
Direct Debit,Dual Fuel (implied),Standing Charge,NC,Apr 2025 - June 2025,95.2024807142857
Direct Debit,Dual Fuel (implied),Standing Charge,OC,Apr 2025 - June 2025,138.2848965753425
Direct Debit,Dual Fuel (implied),Standing Charge,PAAC,Apr 2025 - June 2025,8.736554794520549
Direct Debit,Dual Fuel (implied),Standing Charge,PAP,Apr 2025 - June 2025,1.2573208403106115
Direct Debit,Dual Fuel (implied),Standing Charge,PC,Apr 2025 - June 2025,24.9562892732107
Direct Debit,Dual Fuel (implied),Standing Charge,SMNCC,Apr 2025 - June 2025,15.666039256064765
Direct Debit,Dual Fuel (implied),Standing Charge,AA,Apr 2026 - June 2026,0.0
Direct Debit,Dual Fuel (implied),Standing Charge,CO,Apr 2026 - June 2026,122.26904858484326
Direct Debit,Dual Fuel (implied),Standing Charge,DRC,Apr 2026 - June 2026,9.419030086075814
Direct Debit,Dual Fuel (implied),Standing Charge,EBIT,Apr 2026 - June 2026,7.856912310053914
Direct Debit,Dual Fuel (implied),Standing Charge,HAP,Apr 2026 - June 2026,2.4105726035223656
Direct Debit,Dual Fuel (implied),Standing Charge,IC,Apr 2026 - June 2026,20.66642329667461
Direct Debit,Dual Fuel (implied),Standing Charge,NC,Apr 2026 - June 2026,123.62351857142858
Direct Debit,Dual Fuel (implied),Standing Charge,PC,Apr 2026 - June 2026,10.638334471840967
Direct Debit,Dual Fuel (implied),Standing Charge,SMNCC,Apr 2026 - June 2026,-6.204396415470002
Direct Debit,Dual Fuel (implied),Standing Charge,AA,Jan 2023 - Mar 2023,0.0
Direct Debit,Dual Fuel (implied),Standing Charge,EBIT,Jan 2023 - Mar 2023,4.894894922865943
Direct Debit,Dual Fuel (implied),Standing Charge,HAP,Jan 2023 - Mar 2023,2.5360331705401293
Direct Debit,Dual Fuel (implied),Standing Charge,NC,Jan 2023 - Mar 2023,84.41146428571427
Direct Debit,Dual Fuel (implied),Standing Charge,OC,Jan 2023 - Mar 2023,123.34071086105675
Direct Debit,Dual Fuel (implied),Standing Charge,PAAC,Jan 2023 - Mar 2023,7.79241193737769
Direct Debit,Dual Fuel (implied),Standing Charge,PAP,Jan 2023 - Mar 2023,1.1176454428968885
Direct Debit,Dual Fuel (implied),Standing Charge,PC,Jan 2023 - Mar 2023,22.59385275954849
Direct Debit,Dual Fuel (implied),Standing Charge,SMNCC,Jan 2023 - Mar 2023,13.474961949359184
Direct Debit,Dual Fuel (implied),Standing Charge,AA,Jan 2024 - Mar 2024,0.8215825031497709
Direct Debit,Dual Fuel (implied),Standing Charge,EBIT,Jan 2024 - Mar 2024,6.749058249063033
Direct Debit,Dual Fuel (implied),Standing Charge,HAP,Jan 2024 - Mar 2024,2.6722275790638275
Direct Debit,Dual Fuel (implied),Standing Charge,NC,Jan 2024 - Mar 2024,103.14368142857143
Direct Debit,Dual Fuel (implied),Standing Charge,OC,Jan 2024 - Mar 2024,132.45052270058707
Direct Debit,Dual Fuel (implied),Standing Charge,PAAC,Jan 2024 - Mar 2024,8.36795107632094
Direct Debit,Dual Fuel (implied),Standing Charge,PAP,Jan 2024 - Mar 2024,1.2392349725009888
Direct Debit,Dual Fuel (implied),Standing Charge,PC,Jan 2024 - Mar 2024,21.042575641812995
Direct Debit,Dual Fuel (implied),Standing Charge,SMNCC,Jan 2024 - Mar 2024,11.8458140863874
Direct Debit,Dual Fuel (implied),Standing Charge,AA,Jan 2025 - Mar 2025,0.0
Direct Debit,Dual Fuel (implied),Standing Charge,EBIT,Jan 2025 - Mar 2025,8.167756136347183
Direct Debit,Dual Fuel (implied),Standing Charge,HAP,Jan 2025 - Mar 2025,2.8094952035603495
Direct Debit,Dual Fuel (implied),Standing Charge,NC,Jan 2025 - Mar 2025,120.5856757142857
Direct Debit,Dual Fuel (implied),Standing Charge,OC,Jan 2025 - Mar 2025,136.13539041095888
Direct Debit,Dual Fuel (implied),Standing Charge,PAAC,Jan 2025 - Mar 2025,8.600753424657533
Direct Debit,Dual Fuel (implied),Standing Charge,PAP,Jan 2025 - Mar 2025,1.358327685148301
Direct Debit,Dual Fuel (implied),Standing Charge,PC,Jan 2025 - Mar 2025,22.20178074250709
Direct Debit,Dual Fuel (implied),Standing Charge,SMNCC,Jan 2025 - Mar 2025,15.428294281915733
Direct Debit,Dual Fuel (implied),Standing Charge,AA,Jan 2026 - Mar 2026,0.0
Direct Debit,Dual Fuel (implied),Standing Charge,CO,Jan 2026 - Mar 2026,120.95808666291859
Direct Debit,Dual Fuel (implied),Standing Charge,DRC,Jan 2026 - Mar 2026,9.769719892310395
Direct Debit,Dual Fuel (implied),Standing Charge,EBIT,Jan 2026 - Mar 2026,7.885087842345856
Direct Debit,Dual Fuel (implied),Standing Charge,HAP,Jan 2026 - Mar 2026,2.9924199909779707
Direct Debit,Dual Fuel (implied),Standing Charge,IC,Jan 2026 - Mar 2026,20.89930747190884
Direct Debit,Dual Fuel (implied),Standing Charge,NC,Jan 2026 - Mar 2026,95.2024807142857
Direct Debit,Dual Fuel (implied),Standing Charge,PC,Jan 2026 - Mar 2026,48.827809924654076
Direct Debit,Dual Fuel (implied),Standing Charge,SMNCC,Jan 2026 - Mar 2026,-3.9537000000000004
Direct Debit,Dual Fuel (implied),Standing Charge,AA,Jul 2023 - Sept 2023,0.8215825031497709
Direct Debit,Dual Fuel (implied),Standing Charge,EBIT,Jul 2023 - Sept 2023,5.371155705697767
Direct Debit,Dual Fuel (implied),Standing Charge,HAP,Jul 2023 - Sept 2023,2.628771160470145
Direct Debit,Dual Fuel (implied),Standing Charge,NC,Jul 2023 - Sept 2023,103.14368142857143
Direct Debit,Dual Fuel (implied),Standing Charge,OC,Jul 2023 - Sept 2023,128.25386780821918
Direct Debit,Dual Fuel (implied),Standing Charge,PAAC,Jul 2023 - Sept 2023,8.10281506849315
Direct Debit,Dual Fuel (implied),Standing Charge,PAP,Jul 2023 - Sept 2023,1.2335357789287102
Direct Debit,Dual Fuel (implied),Standing Charge,PC,Jul 2023 - Sept 2023,21.042575641812995
Direct Debit,Dual Fuel (implied),Standing Charge,SMNCC,Jul 2023 - Sept 2023,14.72307486137447
Direct Debit,Dual Fuel (implied),Standing Charge,AA,Jul 2024 - Sept 2024,0.0
Direct Debit,Dual Fuel (implied),Standing Charge,EBIT,Jul 2024 - Sept 2024,7.914377422304263
Direct Debit,Dual Fuel (implied),Standing Charge,HAP,Jul 2024 - Sept 2024,2.712243425636654
Direct Debit,Dual Fuel (implied),Standing Charge,NC,Jul 2024 - Sept 2024,120.5856757142857
Direct Debit,Dual Fuel (implied),Standing Charge,OC,Jul 2024 - Sept 2024,133.57645450097846
Direct Debit,Dual Fuel (implied),Standing Charge,PAAC,Jul 2024 - Sept 2024,8.439085127201565
Direct Debit,Dual Fuel (implied),Standing Charge,PAP,Jul 2024 - Sept 2024,1.3304362366203542
Direct Debit,Dual Fuel (implied),Standing Charge,PC,Jul 2024 - Sept 2024,22.20178074250709
Direct Debit,Dual Fuel (implied),Standing Charge,SMNCC,Jul 2024 - Sept 2024,11.787741363916975
Direct Debit,Dual Fuel (implied),Standing Charge,AA,Jul 2025 - Sept 2025,0.0
Direct Debit,Dual Fuel (implied),Standing Charge,CO,Jul 2025 - Sept 2025,118.07397043468423
Direct Debit,Dual Fuel (implied),Standing Charge,DRC,Jul 2025 - Sept 2025,8.7516194712543
Direct Debit,Dual Fuel (implied),Standing Charge,EBIT,Jul 2025 - Sept 2025,7.182504168041154
Direct Debit,Dual Fuel (implied),Standing Charge,HAP,Jul 2025 - Sept 2025,2.5788776307003394
Direct Debit,Dual Fuel (implied),Standing Charge,IC,Jul 2025 - Sept 2025,19.782934393974987
Direct Debit,Dual Fuel (implied),Standing Charge,NC,Jul 2025 - Sept 2025,95.2024807142857
Direct Debit,Dual Fuel (implied),Standing Charge,PC,Jul 2025 - Sept 2025,24.9562892732107
Direct Debit,Dual Fuel (implied),Standing Charge,SMNCC,Jul 2025 - Sept 2025,-2.6065055903328176
Direct Debit,Dual Fuel (implied),Standing Charge,AA,Jul 2026 - Sept 2026,0.0
Direct Debit,Dual Fuel (implied),Standing Charge,CO,Jul 2026 - Sept 2026,122.26904858484326
Direct Debit,Dual Fuel (implied),Standing Charge,DRC,Jul 2026 - Sept 2026,9.419030086075814
Direct Debit,Dual Fuel (implied),Standing Charge,EBIT,Jul 2026 - Sept 2026,7.833393274171476
Direct Debit,Dual Fuel (implied),Standing Charge,HAP,Jul 2026 - Sept 2026,2.410228261318011
Direct Debit,Dual Fuel (implied),Standing Charge,IC,Jul 2026 - Sept 2026,20.66642329667461
Direct Debit,Dual Fuel (implied),Standing Charge,NC,Jul 2026 - Sept 2026,123.62351857142858
Direct Debit,Dual Fuel (implied),Standing Charge,PC,Jul 2026 - Sept 2026,10.638334471840967
Direct Debit,Dual Fuel (implied),Standing Charge,SMNCC,Jul 2026 - Sept 2026,-6.204396415470002
Direct Debit,Dual Fuel (implied),Standing Charge,AA,Oct 2022 - Dec 2022,0.0
Direct Debit,Dual Fuel (implied),Standing Charge,EBIT,Oct 2022 - Dec 2022,4.894894922865943
Direct Debit,Dual Fuel (implied),Standing Charge,HAP,Oct 2022 - Dec 2022,2.5360331705401293
Direct Debit,Dual Fuel (implied),Standing Charge,NC,Oct 2022 - Dec 2022,84.41146428571427
Direct Debit,Dual Fuel (implied),Standing Charge,OC,Oct 2022 - Dec 2022,123.34071086105675
Direct Debit,Dual Fuel (implied),Standing Charge,PAAC,Oct 2022 - Dec 2022,7.79241193737769
Direct Debit,Dual Fuel (implied),Standing Charge,PAP,Oct 2022 - Dec 2022,1.1176454428968885
Direct Debit,Dual Fuel (implied),Standing Charge,PC,Oct 2022 - Dec 2022,22.59385275954849
Direct Debit,Dual Fuel (implied),Standing Charge,SMNCC,Oct 2022 - Dec 2022,13.474961949359184
Direct Debit,Dual Fuel (implied),Standing Charge,AA,Oct 2023 - Dec 2023,0.8215825031497709
Direct Debit,Dual Fuel (implied),Standing Charge,EBIT,Oct 2023 - Dec 2023,6.888677130050711
Direct Debit,Dual Fuel (implied),Standing Charge,HAP,Oct 2023 - Dec 2023,2.6742717391003676
Direct Debit,Dual Fuel (implied),Standing Charge,NC,Oct 2023 - Dec 2023,103.14368142857143
Direct Debit,Dual Fuel (implied),Standing Charge,OC,Oct 2023 - Dec 2023,132.45052270058707
Direct Debit,Dual Fuel (implied),Standing Charge,PAAC,Oct 2023 - Dec 2023,8.36795107632094
Direct Debit,Dual Fuel (implied),Standing Charge,PAP,Oct 2023 - Dec 2023,1.2392349725009888
Direct Debit,Dual Fuel (implied),Standing Charge,PC,Oct 2023 - Dec 2023,21.042575641812995
Direct Debit,Dual Fuel (implied),Standing Charge,SMNCC,Oct 2023 - Dec 2023,11.8458140863874
Direct Debit,Dual Fuel (implied),Standing Charge,AA,Oct 2024 - Dec 2024,0.0
Direct Debit,Dual Fuel (implied),Standing Charge,EBIT,Oct 2024 - Dec 2024,8.213187506421052
Direct Debit,Dual Fuel (implied),Standing Charge,HAP,Oct 2024 - Dec 2024,2.810160364249601
Direct Debit,Dual Fuel (implied),Standing Charge,NC,Oct 2024 - Dec 2024,120.5856757142857
Direct Debit,Dual Fuel (implied),Standing Charge,OC,Oct 2024 - Dec 2024,136.13539041095888
Direct Debit,Dual Fuel (implied),Standing Charge,PAAC,Oct 2024 - Dec 2024,8.600753424657533
Direct Debit,Dual Fuel (implied),Standing Charge,PAP,Oct 2024 - Dec 2024,1.358327685148301
Direct Debit,Dual Fuel (implied),Standing Charge,PC,Oct 2024 - Dec 2024,22.20178074250709
Direct Debit,Dual Fuel (implied),Standing Charge,SMNCC,Oct 2024 - Dec 2024,15.428294281915733
Direct Debit,Dual Fuel (implied),Standing Charge,AA,Oct 2025 - Dec 2025,0.0
Direct Debit,Dual Fuel (implied),Standing Charge,CO,Oct 2025 - Dec 2025,120.95808666291859
Direct Debit,Dual Fuel (implied),Standing Charge,DRC,Oct 2025 - Dec 2025,9.54354563101419
Direct Debit,Dual Fuel (implied),Standing Charge,EBIT,Oct 2025 - Dec 2025,7.4293296474815484
Direct Debit,Dual Fuel (implied),Standing Charge,HAP,Oct 2025 - Dec 2025,2.882577836785101
Direct Debit,Dual Fuel (implied),Standing Charge,IC,Oct 2025 - Dec 2025,20.89930747190884
Direct Debit,Dual Fuel (implied),Standing Charge,NC,Oct 2025 - Dec 2025,95.2024807142857
Direct Debit,Dual Fuel (implied),Standing Charge,PC,Oct 2025 - Dec 2025,42.00737545281311
Direct Debit,Dual Fuel (implied),Standing Charge,SMNCC,Oct 2025 - Dec 2025,-3.9537000000000004
Direct Debit,Dual Fuel (implied),Unit Rate,AA,Apr 2023 - June 2023,58.616803517900344
Direct Debit,Dual Fuel (implied),Unit Rate,CM,Apr 2023 - June 2023,18.00005259322603
Direct Debit,Dual Fuel (implied),Unit Rate,DF,Apr 2023 - June 2023,2223.384627824311
Direct Debit,Dual Fuel (implied),Unit Rate,EBIT,Apr 2023 - June 2023,55.036229283199454
Direct Debit,Dual Fuel (implied),Unit Rate,HAP,Apr 2023 - June 2023,38.126269229102206
Direct Debit,Dual Fuel (implied),Unit Rate,NC,Apr 2023 - June 2023,292.56696138359746
Direct Debit,Dual Fuel (implied),Unit Rate,OC,Apr 2023 - June 2023,77.06415890410955
Direct Debit,Dual Fuel (implied),Unit Rate,PAAC,Apr 2023 - June 2023,0.0
Direct Debit,Dual Fuel (implied),Unit Rate,PAP,Apr 2023 - June 2023,12.73220961238572
Direct Debit,Dual Fuel (implied),Unit Rate,PC,Apr 2023 - June 2023,152.62669210688435
Direct Debit,Dual Fuel (implied),Unit Rate,SMNCC,Apr 2023 - June 2023,6.614714792791435
Direct Debit,Dual Fuel (implied),Unit Rate,AA,Apr 2024 - June 2024,30.56858195421765
Direct Debit,Dual Fuel (implied),Unit Rate,CM,Apr 2024 - June 2024,23.47032631810719
Direct Debit,Dual Fuel (implied),Unit Rate,DF,Apr 2024 - June 2024,762.3982088516957
Direct Debit,Dual Fuel (implied),Unit Rate,EBIT,Apr 2024 - June 2024,35.33187733684548
Direct Debit,Dual Fuel (implied),Unit Rate,HAP,Apr 2024 - June 2024,16.5453355514309
Direct Debit,Dual Fuel (implied),Unit Rate,NC,Apr 2024 - June 2024,267.1048244019182
Direct Debit,Dual Fuel (implied),Unit Rate,OC,Apr 2024 - June 2024,80.26235225048924
Direct Debit,Dual Fuel (implied),Unit Rate,PAAC,Apr 2024 - June 2024,0.0
Direct Debit,Dual Fuel (implied),Unit Rate,PAP,Apr 2024 - June 2024,6.104572625432311
Direct Debit,Dual Fuel (implied),Unit Rate,PC,Apr 2024 - June 2024,186.63681940675474
Direct Debit,Dual Fuel (implied),Unit Rate,SMNCC,Apr 2024 - June 2024,5.295941772194574
Direct Debit,Dual Fuel (implied),Unit Rate,AA,Apr 2025 - June 2025,30.56858195421765
Direct Debit,Dual Fuel (implied),Unit Rate,CM,Apr 2025 - June 2025,28.350186530706992
Direct Debit,Dual Fuel (implied),Unit Rate,DF,Apr 2025 - June 2025,886.8726154124138
Direct Debit,Dual Fuel (implied),Unit Rate,EBIT,Apr 2025 - June 2025,40.70952791142825
Direct Debit,Dual Fuel (implied),Unit Rate,HAP,Apr 2025 - June 2025,18.713748704964
Direct Debit,Dual Fuel (implied),Unit Rate,NC,Apr 2025 - June 2025,299.62935620700006
Direct Debit,Dual Fuel (implied),Unit Rate,OC,Apr 2025 - June 2025,83.09152328767127
Direct Debit,Dual Fuel (implied),Unit Rate,PAAC,Apr 2025 - June 2025,0.0
Direct Debit,Dual Fuel (implied),Unit Rate,PAP,Apr 2025 - June 2025,6.877121847163116
Direct Debit,Dual Fuel (implied),Unit Rate,PC,Apr 2025 - June 2025,194.66629417463747
Direct Debit,Dual Fuel (implied),Unit Rate,SMNCC,Apr 2025 - June 2025,7.038365462869683
Direct Debit,Dual Fuel (implied),Unit Rate,AA,Apr 2026 - June 2026,0.0
Direct Debit,Dual Fuel (implied),Unit Rate,CM,Apr 2026 - June 2026,42.671816390679375
Direct Debit,Dual Fuel (implied),Unit Rate,CO,Apr 2026 - June 2026,78.23625855292886
Direct Debit,Dual Fuel (implied),Unit Rate,DF,Apr 2026 - June 2026,609.4793145539319
Direct Debit,Dual Fuel (implied),Unit Rate,DRC,Apr 2026 - June 2026,39.259823697963235
Direct Debit,Dual Fuel (implied),Unit Rate,EBIT,Apr 2026 - June 2026,34.476647741776446
Direct Debit,Dual Fuel (implied),Unit Rate,HAP,Apr 2026 - June 2026,13.324866429612417
Direct Debit,Dual Fuel (implied),Unit Rate,IC,Apr 2026 - June 2026,13.355635037291215
Direct Debit,Dual Fuel (implied),Unit Rate,NC,Apr 2026 - June 2026,339.6620585654564
Direct Debit,Dual Fuel (implied),Unit Rate,PC,Apr 2026 - June 2026,95.4142927097201
Direct Debit,Dual Fuel (implied),Unit Rate,SMNCC,Apr 2026 - June 2026,-2.7874824475299977
Direct Debit,Dual Fuel (implied),Unit Rate,AA,Jan 2023 - Mar 2023,47.41595159386661
Direct Debit,Dual Fuel (implied),Unit Rate,CM,Jan 2023 - Mar 2023,11.671120371343685
Direct Debit,Dual Fuel (implied),Unit Rate,DF,Jan 2023 - Mar 2023,3229.0857144573847
Direct Debit,Dual Fuel (implied),Unit Rate,EBIT,Jan 2023 - Mar 2023,73.92747475214013
Direct Debit,Dual Fuel (implied),Unit Rate,HAP,Jan 2023 - Mar 2023,52.64514925214426
Direct Debit,Dual Fuel (implied),Unit Rate,NC,Jan 2023 - Mar 2023,295.18358675120226
Direct Debit,Dual Fuel (implied),Unit Rate,OC,Jan 2023 - Mar 2023,74.11198043052835
Direct Debit,Dual Fuel (implied),Unit Rate,PAAC,Jan 2023 - Mar 2023,0.0
Direct Debit,Dual Fuel (implied),Unit Rate,PAP,Jan 2023 - Mar 2023,17.091880403023474
Direct Debit,Dual Fuel (implied),Unit Rate,PC,Jan 2023 - Mar 2023,136.37643947137403
Direct Debit,Dual Fuel (implied),Unit Rate,SMNCC,Jan 2023 - Mar 2023,6.053968412030937
Direct Debit,Dual Fuel (implied),Unit Rate,AA,Jan 2024 - Mar 2024,11.20085192403373
Direct Debit,Dual Fuel (implied),Unit Rate,CM,Jan 2024 - Mar 2024,17.216596257944094
Direct Debit,Dual Fuel (implied),Unit Rate,DF,Jan 2024 - Mar 2024,1055.734120650132
Direct Debit,Dual Fuel (implied),Unit Rate,EBIT,Jan 2024 - Mar 2024,39.725160158900884
Direct Debit,Dual Fuel (implied),Unit Rate,HAP,Jan 2024 - Mar 2024,20.06386826871887
Direct Debit,Dual Fuel (implied),Unit Rate,NC,Jan 2024 - Mar 2024,302.0609781473695
Direct Debit,Dual Fuel (implied),Unit Rate,OC,Jan 2024 - Mar 2024,79.58581135029354
Direct Debit,Dual Fuel (implied),Unit Rate,PAAC,Jan 2024 - Mar 2024,0.0
Direct Debit,Dual Fuel (implied),Unit Rate,PAP,Jan 2024 - Mar 2024,7.304310527007371
Direct Debit,Dual Fuel (implied),Unit Rate,PC,Jan 2024 - Mar 2024,154.30031613679276
Direct Debit,Dual Fuel (implied),Unit Rate,SMNCC,Jan 2024 - Mar 2024,5.322032415623326
Direct Debit,Dual Fuel (implied),Unit Rate,AA,Jan 2025 - Mar 2025,30.56858195421765
Direct Debit,Dual Fuel (implied),Unit Rate,CM,Jan 2025 - Mar 2025,20.7983622372881
Direct Debit,Dual Fuel (implied),Unit Rate,DF,Jan 2025 - Mar 2025,801.378312617785
Direct Debit,Dual Fuel (implied),Unit Rate,EBIT,Jan 2025 - Mar 2025,38.02767414502608
Direct Debit,Dual Fuel (implied),Unit Rate,HAP,Jan 2025 - Mar 2025,17.147808358966106
Direct Debit,Dual Fuel (implied),Unit Rate,NC,Jan 2025 - Mar 2025,269.7119215866695
Direct Debit,Dual Fuel (implied),Unit Rate,OC,Jan 2025 - Mar 2025,81.79994520547947
Direct Debit,Dual Fuel (implied),Unit Rate,PAAC,Jan 2025 - Mar 2025,0.0
Direct Debit,Dual Fuel (implied),Unit Rate,PAP,Jan 2025 - Mar 2025,6.2803122322916165
Direct Debit,Dual Fuel (implied),Unit Rate,PC,Jan 2025 - Mar 2025,185.43364302399112
Direct Debit,Dual Fuel (implied),Unit Rate,SMNCC,Jan 2025 - Mar 2025,6.931552503469391
Direct Debit,Dual Fuel (implied),Unit Rate,AA,Jan 2026 - Mar 2026,0.0
Direct Debit,Dual Fuel (implied),Unit Rate,CM,Jan 2026 - Mar 2026,24.053416438725467
Direct Debit,Dual Fuel (implied),Unit Rate,CO,Jan 2026 - Mar 2026,77.39741375071725
Direct Debit,Dual Fuel (implied),Unit Rate,DF,Jan 2026 - Mar 2026,666.4264359173706
Direct Debit,Dual Fuel (implied),Unit Rate,DRC,Jan 2026 - Mar 2026,42.34174369863139
Direct Debit,Dual Fuel (implied),Unit Rate,EBIT,Jan 2026 - Mar 2026,35.716111136574966
Direct Debit,Dual Fuel (implied),Unit Rate,HAP,Jan 2026 - Mar 2026,15.300257456431545
Direct Debit,Dual Fuel (implied),Unit Rate,IC,Jan 2026 - Mar 2026,13.641965711551947
Direct Debit,Dual Fuel (implied),Unit Rate,NC,Jan 2026 - Mar 2026,301.6345408221184
Direct Debit,Dual Fuel (implied),Unit Rate,PC,Jan 2026 - Mar 2026,187.2273846756779
Direct Debit,Dual Fuel (implied),Unit Rate,SMNCC,Jan 2026 - Mar 2026,-1.7762999999999982
Direct Debit,Dual Fuel (implied),Unit Rate,AA,Jul 2023 - Sept 2023,67.0332575364687
Direct Debit,Dual Fuel (implied),Unit Rate,CM,Jul 2023 - Sept 2023,18.00005259322603
Direct Debit,Dual Fuel (implied),Unit Rate,DF,Jul 2023 - Sept 2023,1065.5860046182675
Direct Debit,Dual Fuel (implied),Unit Rate,EBIT,Jul 2023 - Sept 2023,32.795839636185036
Direct Debit,Dual Fuel (implied),Unit Rate,HAP,Jul 2023 - Sept 2023,20.897209162239804
Direct Debit,Dual Fuel (implied),Unit Rate,NC,Jul 2023 - Sept 2023,298.78860624976994
Direct Debit,Dual Fuel (implied),Unit Rate,OC,Jul 2023 - Sept 2023,77.06415890410955
Direct Debit,Dual Fuel (implied),Unit Rate,PAAC,Jul 2023 - Sept 2023,0.0
Direct Debit,Dual Fuel (implied),Unit Rate,PAP,Jul 2023 - Sept 2023,7.586783550869468
Direct Debit,Dual Fuel (implied),Unit Rate,PC,Jul 2023 - Sept 2023,152.62669210688435
Direct Debit,Dual Fuel (implied),Unit Rate,SMNCC,Jul 2023 - Sept 2023,6.614714792791435
Direct Debit,Dual Fuel (implied),Unit Rate,AA,Jul 2024 - Sept 2024,30.56858195421765
Direct Debit,Dual Fuel (implied),Unit Rate,CM,Jul 2024 - Sept 2024,21.613731818623155
Direct Debit,Dual Fuel (implied),Unit Rate,DF,Jul 2024 - Sept 2024,647.4825518928585
Direct Debit,Dual Fuel (implied),Unit Rate,EBIT,Jul 2024 - Sept 2024,33.33945109977815
Direct Debit,Dual Fuel (implied),Unit Rate,HAP,Jul 2024 - Sept 2024,14.798412072833809
Direct Debit,Dual Fuel (implied),Unit Rate,NC,Jul 2024 - Sept 2024,260.8498162159184
Direct Debit,Dual Fuel (implied),Unit Rate,OC,Jul 2024 - Sept 2024,80.26235225048924
Direct Debit,Dual Fuel (implied),Unit Rate,PAAC,Jul 2024 - Sept 2024,0.0
Direct Debit,Dual Fuel (implied),Unit Rate,PAP,Jul 2024 - Sept 2024,5.552026183323781
Direct Debit,Dual Fuel (implied),Unit Rate,PC,Jul 2024 - Sept 2024,186.63681940675474
Direct Debit,Dual Fuel (implied),Unit Rate,SMNCC,Jul 2024 - Sept 2024,5.295941772194574
Direct Debit,Dual Fuel (implied),Unit Rate,AA,Jul 2025 - Sept 2025,0.0
Direct Debit,Dual Fuel (implied),Unit Rate,CM,Jul 2025 - Sept 2025,27.62656141685042
Direct Debit,Dual Fuel (implied),Unit Rate,CO,Jul 2025 - Sept 2025,75.55195518585195
Direct Debit,Dual Fuel (implied),Unit Rate,DF,Jul 2025 - Sept 2025,772.7964813532342
Direct Debit,Dual Fuel (implied),Unit Rate,DRC,Jul 2025 - Sept 2025,45.38571399618493
Direct Debit,Dual Fuel (implied),Unit Rate,EBIT,Jul 2025 - Sept 2025,39.11910005947221
Direct Debit,Dual Fuel (implied),Unit Rate,HAP,Jul 2025 - Sept 2025,17.083992196719883
Direct Debit,Dual Fuel (implied),Unit Rate,IC,Jul 2025 - Sept 2025,12.884586728406692
Direct Debit,Dual Fuel (implied),Unit Rate,NC,Jul 2025 - Sept 2025,299.62935620700006
Direct Debit,Dual Fuel (implied),Unit Rate,PC,Jul 2025 - Sept 2025,194.66629417463747
Direct Debit,Dual Fuel (implied),Unit Rate,SMNCC,Jul 2025 - Sept 2025,-1.1710387434828595
Direct Debit,Dual Fuel (implied),Unit Rate,AA,Jul 2026 - Sept 2026,0.0
Direct Debit,Dual Fuel (implied),Unit Rate,CM,Jul 2026 - Sept 2026,38.77016463653005
Direct Debit,Dual Fuel (implied),Unit Rate,CO,Jul 2026 - Sept 2026,78.23625855292886
Direct Debit,Dual Fuel (implied),Unit Rate,DF,Jul 2026 - Sept 2026,689.9175212736785
Direct Debit,Dual Fuel (implied),Unit Rate,DRC,Jul 2026 - Sept 2026,39.890776022257434
Direct Debit,Dual Fuel (implied),Unit Rate,EBIT,Jul 2026 - Sept 2026,34.780495451634216
Direct Debit,Dual Fuel (implied),Unit Rate,HAP,Jul 2026 - Sept 2026,14.316019648777015
Direct Debit,Dual Fuel (implied),Unit Rate,IC,Jul 2026 - Sept 2026,13.355635037291215
